,4fe4s_1,4fe4s_2,4fe4s_3,4fe4s_4,4fe4s_5,4fe4s_6,4fe4s_7,4fe4s_8,4fe4s_9,4fe4s_10
UDCPPt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_pydx5p_e,-1.5417903658343356e-07,-1.5426633235721603e-07,-1.5435595580787915e-07,-1.5444320540455263e-07,-1.5453069042056907e-07,-1.5461998739855637e-07,-1.547071674087022e-07,-1.5479667833899357e-07,-1.5488381217172376e-07,-1.5497092259506076e-07
PYDX5Pt,1.5417903658343356e-07,1.5426633235721603e-07,1.5435595580787915e-07,1.5444320540455263e-07,1.5453069042056907e-07,1.5461998739855637e-07,1.547071674087022e-07,1.5479667833899357e-07,1.5488381217172376e-07,1.5497092259506076e-07
EX_3fe4s_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3FE4St,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_cl_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_sheme_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHEMEt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_cu_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_bmocogdp_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BMOCOGDPt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_dpm_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DPMt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_thmpp_e,-6.737090391066271e-09,-6.7333264149621766e-09,-6.729668683601332e-09,-6.7259060286497495e-09,-6.722218148208907e-09,-6.718488226813238e-09,-6.714727568314727e-09,-6.7110730094860185e-09,-6.707313672182032e-09,-6.703555010174505e-09
THMPPt,6.737090391066271e-09,6.7333264149621766e-09,6.729668683601332e-09,6.7259060286497495e-09,6.722218148208907e-09,6.718488226813238e-09,6.714727568314727e-09,6.7110730094860185e-09,6.707313672182032e-09,6.703555010174505e-09
transcription_TU8J2_569_from_BSU25200-MONOMER,2.0253100521862324e-08,2.0251400208844542e-08,2.0249848052128294e-08,2.0248147860823505e-08,2.024645376850889e-08,2.0244895746795085e-08,2.0243195740511848e-08,2.0241643866759867e-08,2.0239943982190335e-08,2.0238244160929302e-08
transcription_TU8J2_257_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_677_from_BSU25200-MONOMER,1.0694159642853727e-09,1.071898617031867e-09,1.074391478267455e-09,1.076873893692547e-09,1.0793663097728031e-09,1.0818487032007118e-09,1.0843307607869093e-09,1.0868230455615539e-09,1.0893048658329905e-09,1.0917865655863285e-09
transcription_TU8J2_1099_from_BSU15330-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1223_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_885_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1562_from_BSU25200-MONOMER,1.007192713145315e-11,1.0070550605857712e-11,1.0069265898419587e-11,1.0067889479504612e-11,1.0066513115768965e-11,1.0065228559399582e-11,1.006385230234355e-11,1.006256784554155e-11,1.0061191695164574e-11,1.0059815599966204e-11
transcription_TU8J2_1084_from_BSU04730-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_54_from_BSU04730-MONOMER,1.1292334496319947e-09,1.1555755059895741e-09,1.181926861659189e-09,1.2082848614050407e-09,1.2347043511239038e-09,1.2610255836050877e-09,1.2874076609225394e-09,1.3137977006147998e-09,1.3401957573216065e-09,1.3666019449846778e-09
transcription_TU8J2_228_from_BSU34200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_423_from_BSU16470-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_648_from_MONOMER8J2-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1304_from_BSU25200-MONOMER,1.037368849592206e-07,1.0375336143459425e-07,1.0377015373000649e-07,1.0378663602734269e-07,1.0380318408529135e-07,1.0381992206592523e-07,1.0383641315474226e-07,1.0385321955802015e-07,1.0386971647866307e-07,1.0388621636793856e-07
transcription_TU8J2_981_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_199_from_BSU25200-MONOMER,1.037368849592206e-07,1.0375336143459425e-07,1.0377015373000649e-07,1.0378663602734269e-07,1.0380318408529135e-07,1.0381992206592523e-07,1.0383641315474226e-07,1.0385321955802015e-07,1.0386971647866307e-07,1.0388621636793856e-07
transcription_TU8J2_1040_from_BSU04730-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_497_from_BSU25200-MONOMER,1.1916671480783037e-08,1.191637905761874e-08,1.191617512506149e-08,1.1915882708168325e-08,1.1915595727357302e-08,1.1915386367788024e-08,1.1915093961229733e-08,1.191489003648041e-08,1.1914597636196522e-08,1.1914305239976082e-08
transcription_TU8J2_2986_from_BSU25200-MONOMER,1.261347413302552e-10,1.2611750255383748e-10,1.2610141365264922e-10,1.2608417621223327e-10,1.260669394628499e-10,1.2605085245355548e-10,1.2603361704016333e-10,1.2601753127779077e-10,1.2600029720038276e-10,1.259830638139983e-10
transcription_TU8J2_827_from_BSU25200-MONOMER,1.037368849592206e-07,1.0375336143459425e-07,1.0377015373000649e-07,1.0378663602734269e-07,1.0380318408529135e-07,1.0381992206592523e-07,1.0383641315474226e-07,1.0385321955802015e-07,1.0386971647866307e-07,1.0388621636793856e-07
transcription_TU8J2_721_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1166_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_184_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_17_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1011_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_692_from_BSU25200-MONOMER,8.629303901174607e-15,8.630271054722358e-15,8.631284366358433e-15,8.632251866241471e-15,8.633228407566643e-15,8.634233356336913e-15,8.635201379826729e-15,8.636215525468672e-15,8.637183895884423e-15,8.638152443518545e-15
transcription_TU8J2_468_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_2948_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_799_from_BSU25200-MONOMER,3.9284834770828896e-10,3.926631475990903e-10,3.924818007692403e-10,3.9229661712041354e-10,3.921157780700669e-10,3.919301187817379e-10,3.917449600243732e-10,3.9156365258462004e-10,3.9137851028961514e-10,3.911933764255186e-10
transcription_TU8J2_1137_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_267_from_BSU25200-MONOMER,2.755751267834976e-10,2.755374090774346e-10,2.755021964190157e-10,2.754644815473934e-10,2.7542676766178725e-10,2.753915594982943e-10,2.7535384892706126e-10,2.753186429302489e-10,2.7528093519360155e-10,2.752432289228905e-10
transcription_TU8J2_121_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_319_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1305_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_982_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_41_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_304_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_535_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1181_from_BSU15330-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_520_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_953_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1050_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_708_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_506_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_126_from_BSU25200-MONOMER,7.255832887630521e-11,7.303255488206945e-11,7.350756899357437e-11,7.398175067302858e-11,7.445604550872182e-11,7.493085924966363e-11,7.540497408155096e-11,7.587988061227202e-11,7.635395111822723e-11,7.682799910288972e-11
transcription_TU8J2_364_from_BSU25200-MONOMER,1.037368849592206e-07,1.0375336143459425e-07,1.0377015373000649e-07,1.0378663602734269e-07,1.0380318408529135e-07,1.0381992206592523e-07,1.0383641315474226e-07,1.0385321955802015e-07,1.0386971647866307e-07,1.0388621636793856e-07
transcription_TU8J2_822_from_BSU16470-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_591_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_35_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1138_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_282_from_BSU15320-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_335_from_BSU34200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1123_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_664_from_BSU15320-MONOMER,6.971734284965664e-12,6.970781461284299e-12,6.969892193642105e-12,6.968939443804388e-12,6.967986732161505e-12,6.967097569088291e-12,6.96614493128847e-12,6.965255837135265e-12,6.9643032731781206e-12,6.963350747415309e-12
transcription_TU8J2_91_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1210_from_BSU25200-MONOMER,6.31957287870801e-11,6.318711234882016e-11,6.317907064107068e-11,6.317045484844223e-11,6.316183938976629e-11,6.315379859630463e-11,6.314518378328032e-11,6.313714359243302e-11,6.312852942507359e-11,6.311991559168395e-11
transcription_TU8J2_1007_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_268_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_998_from_BSU34200-MONOMER,6.267145892505223e-11,6.26628811419487e-11,6.26548730582675e-11,6.264629591977415e-11,6.26377190055212e-11,6.262971194407872e-11,6.262113578358246e-11,6.261312921488777e-11,6.260455369903466e-11,6.259597851656569e-11
transcription_TU8J2_32_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_449_from_BSU25200-MONOMER,2.018547283036702e-10,2.0223124071490338e-10,2.0260973844119932e-10,2.029862157886219e-10,2.0336363216157408e-10,2.0374112181020465e-10,2.041175462952602e-10,2.044959587798572e-10,2.048723482013616e-10,2.052487198242842e-10
transcription_TU8J2_1095_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_305_from_BSU25200-MONOMER,9.701500130876178e-09,9.696132952831383e-09,9.690852844134572e-09,9.685486152926208e-09,9.68012696641793e-09,9.674840307180097e-09,9.669474351155201e-09,9.664195415590979e-09,9.658829946399857e-09,9.653464725556026e-09
transcription_TU8J2_239_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_635_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1182_from_BSU25200-MONOMER,1.1408644051791508e-09,1.1672030890610218e-09,1.193551123651301e-09,1.219905754729394e-09,1.2463218943733275e-09,1.2726397946730514e-09,1.2990185090769265e-09,1.3254052369264683e-09,1.3517999345397334e-09,1.3782027650544153e-09
transcription_TU8J2_1416_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_299_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_620_from_BSU25200-MONOMER,1.037368849592206e-07,1.0375336143459425e-07,1.0377015373000649e-07,1.0378663602734269e-07,1.0380318408529135e-07,1.0381992206592523e-07,1.0383641315474226e-07,1.0385321955802015e-07,1.0386971647866307e-07,1.0388621636793856e-07
transcription_TU8J2_521_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_852_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_954_from_BSU25200-MONOMER,4.798339565661659e-13,4.797683778825484e-13,4.797071734829314e-13,4.79641599881649e-13,4.795760289091497e-13,4.79514831706558e-13,4.794492658163536e-13,4.793880733572245e-13,4.793225125492882e-13,4.792569543701008e-13
transcription_TU8J2_507_from_BSU15320-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1287_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_838_from_BSU25200-MONOMER,4.508759975066177e-14,4.50896867898093e-14,4.509224778745623e-14,4.509433417124864e-14,4.509644751202445e-14,4.509898023233464e-14,4.510106563616513e-14,4.5103624973155305e-14,4.510570972174177e-14,4.510779414571073e-14
transcription_TU8J2_718_from_BSU23100-MONOMER,4.481371701111411e-14,4.4810513148420036e-14,4.4807523017929014e-14,4.4804319458138393e-14,4.480111605501583e-14,4.479812635344717e-14,4.479492325320435e-14,4.479193383431616e-14,4.478873103693743e-14,4.478552839620643e-14
transcription_TU8J2_127_from_BSU25200-MONOMER,3.1823365607078855e-10,3.1785350577249275e-10,3.174761713877566e-10,3.170960565880982e-10,3.1671652727296426e-10,3.163386771131015e-10,3.1595861588426067e-10,3.15581367346998e-10,3.152013416161479e-10,3.1482133395753747e-10
transcription_TU8J2_180_from_BSU25200-MONOMER,4.173579047539251e-10,4.1730086464324385e-10,4.1724762926955617e-10,4.1719059357947224e-10,4.171335601758949e-10,4.1708033106215465e-10,4.1702330207913966e-10,4.1697007709124673e-10,4.169130525287708e-10,4.1685603025277155e-10
transcription_TU8J2_1022_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_578_from_BSU25200-MONOMER,3.550616059771996e-10,3.5528912925005125e-10,3.555197677354201e-10,3.557472686494813e-10,3.5597395481744553e-10,3.5620536399360754e-10,3.564328312056689e-10,3.566634152824951e-10,3.5689086013585087e-10,3.571182936459905e-10
transcription_TU8J2_809_from_BSU25200-MONOMER,2.3207381175867294e-09,2.320518245178706e-09,2.3203198278869667e-09,2.3200999703893253e-09,2.319886429670432e-09,2.319681723995654e-09,2.3194618892400933e-09,2.3192635060012243e-09,2.31904368616056e-09,2.3188238741511833e-09
transcription_TU8J2_1124_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_36_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1220_from_BSU25200-MONOMER,2.4206758475727653e-10,2.420345014930814e-10,2.420036249763426e-10,2.419705442760939e-10,2.419374649020191e-10,2.4190659201604973e-10,2.41873515205901e-10,2.418426447129231e-10,2.4180957046668704e-10,2.417764975466075e-10
transcription_TU8J2_1096_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_24_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_225_from_BSU25200-MONOMER,6.23653001469139e-10,6.242318918581069e-10,6.2481686570457e-10,6.253957010509753e-10,6.259782044990605e-10,6.265594016796495e-10,6.271381540900895e-10,6.277229937459101e-10,6.283016911160536e-10,6.28880360592585e-10
transcription_TU8J2_1545_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_420_from_BSU25200-MONOMER,5.959762273739832e-10,5.958947755802456e-10,5.958187568519266e-10,5.957373113706869e-10,5.956558691545191e-10,5.955798593652423e-10,5.954984234615224e-10,5.954224195638482e-10,5.953409899725431e-10,5.952595636462672e-10
transcription_TU8J2_1530_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1178_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_736_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_964_from_BSU25200-MONOMER,1.854732904114398e-10,1.8494640196591294e-10,1.8442133269759505e-10,1.8389449353425572e-10,1.83368759652138e-10,1.8284268189741076e-10,1.823159171018497e-10,1.817909670556984e-10,1.8126425154273195e-10,1.8073756111531874e-10
transcription_TU8J2_1288_from_BSU25200-MONOMER,1.0189320168020584e-09,1.0187927598373453e-09,1.0186627917067339e-09,1.018523545534408e-09,1.018384304944329e-09,1.0182543520966696e-09,1.0181151222988923e-09,1.0179851795240214e-09,1.0178459605184892e-09,1.0177067470951307e-09
transcription_TU8J2_719_from_BSU25200-MONOMER,1.906966420169995e-09,1.915796407182218e-09,1.9246455111472147e-09,1.9334746687691237e-09,1.9423047275433823e-09,1.9511512984610646e-09,1.9599792053047856e-09,1.9688262962641932e-09,1.9776533737254283e-09,1.986480029798056e-09
transcription_TU8J2_296_from_BSU25200-MONOMER,3.248330169909716e-14,3.247354796734347e-14,3.2464284353902856e-14,3.2454533781394515e-14,3.2444795358249606e-14,3.243552574536227e-14,3.2425779954183813e-14,3.241652385860397e-14,3.240678122583932e-14,3.2397040215232275e-14
transcription_TU8J2_1485_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_69_from_BSU23450-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1134_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_279_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1221_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_264_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1105_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_892_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_25_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1546_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_316_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_421_from_BSU04730-MONOMER,7.910686435653579e-09,7.909605285818593e-09,7.908596251740813e-09,7.907515185694727e-09,7.906434162987551e-09,7.905425247562083e-09,7.904344308643142e-09,7.903335471419824e-09,7.902254616288677e-09,7.901173804495875e-09
transcription_TU8J2_547_from_BSU25200-MONOMER,1.037368849592206e-07,1.0375336143459425e-07,1.0377015373000649e-07,1.0378663602734269e-07,1.0380318408529135e-07,1.0381992206592523e-07,1.0383641315474226e-07,1.0385321955802015e-07,1.0386971647866307e-07,1.0388621636793856e-07
transcription_TU8J2_646_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_878_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_98_from_BSU25200-MONOMER,3.157019769758187e-08,3.1567000212281684e-08,3.156409671930448e-08,3.156089945142261e-08,3.155781408067923e-08,3.1554799104975274e-08,3.155160216861059e-08,3.154869917298647e-08,3.154550245410002e-08,3.154230584930697e-08
transcription_TU8J2_301_from_BSU23450-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_631_from_BSU04730-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1289_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_390_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_834_from_BSU25200-MONOMER,1.1440908167575443e-13,1.1457243956092441e-13,1.1473633117958133e-13,1.148997154155976e-13,1.1506323757628766e-13,1.1522704308405911e-13,1.1539046712093296e-13,1.1555442261126572e-13,1.1571787305673718e-13,1.1588133694703226e-13
transcription_TU8J2_1509_from_BSU25200-MONOMER,4.310748813791711e-10,4.319013168421485e-10,4.327320719879091e-10,4.335584306357461e-10,4.343860611858979e-10,4.352153931403985e-10,4.3604163598525883e-10,4.3687220435651367e-10,4.376983703867424e-10,4.3852449742908366e-10
transcription_TU8J2_705_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_49_from_BSU04730-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_936_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_690_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_370_from_BSU25200-MONOMER,2.073684302742386e-09,2.0770964763999282e-09,2.080528491943612e-09,2.0839403403956947e-09,2.0873670269771034e-09,2.090783563953761e-09,2.094194922130593e-09,2.09762614708084e-09,2.1010371800607865e-09,2.104448047970156e-09
transcription_TU8J2_1242_from_BSU25200-MONOMER,1.7110132730227973e-13,1.7105869290414068e-13,1.7101890640334074e-13,1.7097628399091084e-13,1.7093366777754234e-13,1.7089389824829823e-13,1.7085129401880695e-13,1.708115356739982e-13,1.7076894342721512e-13,1.7072635737791808e-13
transcription_TU8J2_1019_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_475_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_347_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_805_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_676_from_BSU25200-MONOMER,1.3160685929907105e-09,1.3158887265083623e-09,1.3157208576300006e-09,1.3155410050872692e-09,1.3153611597546554e-09,1.3151933106159945e-09,1.315013479222887e-09,1.314845643094398e-09,1.3146658256407238e-09,1.314486015397073e-09
transcription_TU8J2_28_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_661_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1106_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1208_from_BSU25200-MONOMER,2.823049520263667e-12,2.8228413728405474e-12,2.8226603164482415e-12,2.8224521745246874e-12,2.8222446233707536e-12,2.8220629856924265e-12,2.8218548524223585e-12,2.8216738063454626e-12,2.821465678577096e-12,2.8212575539624405e-12
transcription_TU8J2_995_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1217_from_BSU25200-MONOMER,3.1650032268893393e-10,3.1305425259340605e-10,3.096113558638947e-10,3.0616561054320126e-10,3.027180943586787e-10,2.9927760687781616e-10,2.958323515111914e-10,2.9239024159544905e-10,2.889453110013372e-10,2.8550054558666885e-10
transcription_TU8J2_446_from_BSU25200-MONOMER,3.962442039689574e-08,3.9618651534156013e-08,3.961313804824958e-08,3.9607369650264534e-08,3.9601610349869455e-08,3.959608867148306e-08,3.959032097689151e-08,3.9584808597820216e-08,3.957904136799435e-08,3.957327437680631e-08
transcription_TU8J2_250_from_BSU25200-MONOMER,8.706720002738585e-11,8.602777136056494e-11,8.498923839288872e-11,8.394990767101127e-11,8.2910024853096e-11,8.187223650258686e-11,8.083305354064379e-11,7.979475785484959e-11,7.87556728372792e-11,7.771663763475113e-11
transcription_TU8J2_317_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1092_from_BSU25200-MONOMER,2.4206758475727653e-10,2.420345014930814e-10,2.420036249763426e-10,2.419705442760939e-10,2.419374649020191e-10,2.4190659201604973e-10,2.41873515205901e-10,2.418426447129231e-10,2.4180957046668704e-10,2.417764975466075e-10
transcription_TU8J2_656_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
