,base,ASPt2r_FWD_CPLX_dummy_s,4FE4St_s,PYDX5Pt_s,TYRt2r_REV_CPLX_dummy_s,HISt2r_FWD_BSU39390-MONOMER_s,METt3_FWD_CPLX_dummy_s,CBL1t_s,ASNt2r_FWD_CPLX_dummy_s,PSER_Lt6_FWD_CPLX_dummy_s,PHEt2r_REV_CPLX_dummy_s,THMPPt_s,CITt13_FWD_BSU07610-MONOMER_s
EX_prolb_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_pser__D_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_pser__L_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_pur_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_pyr_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_raffin_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_rib__D_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_ribflv_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_rmn_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_salcn_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_sbt__D_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_ser__D_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_ser__L_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_so4_e,-0.028804317761677443,-0.028841322341194842,-0.0287889499583013,-0.028780045951982632,-0.028781520232719158,-0.02878070987775936,-0.028781287449556523,-0.028781287449556523,-0.028783217985384583,-0.028781287449556523,-0.0287842922508357,0.0,0.0
EX_spmd_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_srb__L_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_starch_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_subtilisin_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_succ_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_sucr_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_sula_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_taur_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_thiog_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_thr__L_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_thym_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_thymd_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_tmp_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_tre_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_trp__L_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_tyr__L_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_ump_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_ura_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_urate_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_urea_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_uri_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_val__L_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_xan_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_xtsn_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_xyl__D_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_zn2_e,-2.8160578168488753e-07,-2.8119961261710667e-07,-2.8083731675224903e-07,-2.810442604841237e-07,-2.8108144032364304e-07,-2.810578972439909e-07,-2.810881359504471e-07,-2.810881359504471e-07,-2.810690888280678e-07,-2.810881359504471e-07,-2.810869243294743e-07,0.0,0.0
EX_f6p_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_4fe4s_e,-2.2549200280379546e-07,-2.2514016406903237e-07,-2.2762630783423638e-07,-2.253864089748431e-07,-2.2539316462672764e-07,-2.2538996817550856e-07,-2.2539482438504562e-07,-2.2539482438504562e-07,-2.2537845499197423e-07,-2.2539482438504562e-07,-2.2537492542238765e-07,0.0,0.0
4FE4St,2.2549200280379546e-07,2.2514016406903237e-07,2.2762630783423638e-07,2.253864089748431e-07,2.2539316462672764e-07,2.2538996817550856e-07,2.2539482438504562e-07,2.2539482438504562e-07,2.2537845499197423e-07,2.2539482438504562e-07,2.2537492542238765e-07,0.0,0.0
EX_2fe2s_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2FE2St,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_udcpp_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UDCPPt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_pydx5p_e,-5.439561738029227e-07,-2.0912752777006867e-07,-2.127452766746057e-07,-1.969533752291104e-07,-2.0899724102182923e-07,-2.089872382435634e-07,-2.0900335695756186e-07,-2.0900335695756186e-07,-2.0899223286456356e-07,-2.0900335695756186e-07,-2.0900395317587691e-07,0.0,0.0
PYDX5Pt,5.439561738029227e-07,2.0912752777006867e-07,2.127452766746057e-07,1.969533752291104e-07,2.0899724102182923e-07,2.089872382435634e-07,2.0900335695756186e-07,2.0900335695756186e-07,2.0899223286456356e-07,2.0900335695756186e-07,2.0900395317587691e-07,0.0,0.0
EX_3fe4s_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3FE4St,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_cl_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_sheme_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHEMEt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_cu_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_bmocogdp_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BMOCOGDPt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_dpm_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DPMt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_thmpp_e,-2.4790547975622245e-07,-3.0016081029101684e-07,-1.0072036210729419e-07,-1.4496437044276296e-07,-1.5148421892622977e-07,-1.5152175184214588e-07,-1.514871780264925e-07,-1.514871780264925e-07,-1.514539672568101e-07,-1.514871780264925e-07,-1.6087353593727308e-07,0.0,0.0
THMPPt,2.4790547975622245e-07,3.0016081029101684e-07,1.0072036210729419e-07,1.4496437044276296e-07,1.5148421892622977e-07,1.5152175184214588e-07,1.514871780264925e-07,1.514871780264925e-07,1.514539672568101e-07,1.514871780264925e-07,1.6087353593727308e-07,0.0,0.0
EX_cbl1_e,-6.003688275792116e-09,-5.999858853742503e-09,-5.989743117504085e-09,-5.992203228792177e-09,-5.992905219632339e-09,-5.992311459362437e-09,-5.992956966750624e-09,-5.992956966750624e-09,-5.992728760060147e-09,-5.992956966750624e-09,-5.9931539859352294e-09,0.0,0.0
CBL1t,6.003688275792116e-09,5.999858853742503e-09,5.989743117504085e-09,5.992203228792177e-09,5.992905219632339e-09,5.992311459362437e-09,5.992956966750624e-09,5.992956966750624e-09,5.992728760060147e-09,5.992956966750624e-09,5.9931539859352294e-09,0.0,0.0
transcription_TU8J2_569_from_BSU25200-MONOMER,1.978361045560344e-08,1.9775454071613548e-08,1.978596897110286e-08,1.9788339234135322e-08,1.978798888374934e-08,1.9788275712630987e-08,1.978790822974122e-08,1.978790822974122e-08,1.9787501341196327e-08,1.978790822974122e-08,1.9787124618045296e-08,0.0,0.0
transcription_TU8J2_257_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_677_from_BSU25200-MONOMER,1.712862411524143e-09,1.7134048886693232e-09,1.7106553291374523e-09,1.7108395378429116e-09,1.7109247589520108e-09,1.7110043163709519e-09,1.7109968406533171e-09,1.7109968406533171e-09,1.711108930019546e-09,1.7109968406533171e-09,1.7111467700136062e-09,0.0,0.0
transcription_TU8J2_1099_from_BSU15330-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1223_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_885_from_BSU25200-MONOMER,2.0342149525841205e-10,2.0419153171716066e-10,2.036931441661785e-10,2.033800247519687e-10,2.0339390367787277e-10,2.0336636018484748e-10,2.0338425648110792e-10,2.0338425648110792e-10,2.0340504187826555e-10,2.0338425648110792e-10,2.0344142117320982e-10,0.0,0.0
transcription_TU8J2_1562_from_BSU25200-MONOMER,3.4565828811597813e-10,3.449103974200053e-10,3.448628345233226e-10,3.45183922683643e-10,3.4521365765394027e-10,3.4519879007164945e-10,3.452225782965714e-10,3.452225782965714e-10,3.451868961457016e-10,3.452225782965714e-10,3.451928430931328e-10,0.0,0.0
transcription_TU8J2_1084_from_BSU04730-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_54_from_BSU04730-MONOMER,1.3787205070607038e-09,1.3886004060348408e-09,1.3856776987308183e-09,1.3799102183670224e-09,1.3798281991839322e-09,1.379773587283293e-09,1.3797535390142277e-09,1.3797535390142277e-09,1.380209089056321e-09,1.3797535390142277e-09,1.3804313130982803e-09,0.0,0.0
transcription_TU8J2_228_from_BSU34200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_423_from_BSU16470-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_648_from_MONOMER8J2-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1304_from_BSU25200-MONOMER,7.349152357209342e-08,7.391771751423698e-08,7.367447619885167e-08,7.352005689917102e-08,7.352152386672009e-08,7.351350877736689e-08,7.351653461938857e-08,7.351653461938857e-08,7.353331756477978e-08,7.351653461938857e-08,7.354485956897909e-08,0.0,0.0
transcription_TU8J2_981_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_199_from_BSU25200-MONOMER,7.349152357209342e-08,7.391771751423698e-08,7.367447619885167e-08,7.352005689917102e-08,7.352152386672009e-08,7.351350877736689e-08,7.351653461938857e-08,7.351653461938857e-08,7.353331756477978e-08,7.351653461938857e-08,7.354485956897909e-08,0.0,0.0
transcription_TU8J2_1040_from_BSU04730-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_497_from_BSU25200-MONOMER,3.4755487854868833e-10,3.4929254897864683e-10,3.3350356126324653e-10,3.3446934362219753e-10,3.3542603073357085e-10,3.3471010998760377e-10,3.3551141116824743e-10,3.3551141116824743e-10,3.3552620227275505e-10,3.3551141116824743e-10,3.3622953453850015e-10,0.0,0.0
transcription_TU8J2_2986_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_827_from_BSU25200-MONOMER,7.349152357209342e-08,7.391771751423698e-08,7.367447619885167e-08,7.352005689917102e-08,7.352152386672009e-08,7.351350877736689e-08,7.351653461938857e-08,7.351653461938857e-08,7.353331756477978e-08,7.351653461938857e-08,7.354485956897909e-08,0.0,0.0
transcription_TU8J2_721_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1166_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_184_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_17_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1011_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_692_from_BSU25200-MONOMER,7.08879876214562e-15,7.118779135591712e-15,7.099803182671126e-15,7.088667543728616e-15,7.088959415393936e-15,7.088220880186982e-15,7.088603989914536e-15,7.088603989914536e-15,7.089635170608629e-15,7.088603989914536e-15,7.090766235481475e-15,0.0,0.0
transcription_TU8J2_468_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_2948_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_799_from_BSU25200-MONOMER,7.147971363384759e-09,8.608542477333935e-09,3.074491322309304e-09,4.3020464980448025e-09,4.482328157828383e-09,4.484051422538538e-09,4.48230997210406e-09,4.48230997210406e-09,4.48166692955698e-09,4.48230997210406e-09,4.742862492675001e-09,0.0,0.0
transcription_TU8J2_1137_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_267_from_BSU25200-MONOMER,3.4527012031521196e-09,4.4645512330614676e-09,3.656329228329604e-10,1.0333928113882353e-09,1.1770767321733086e-09,1.1783160314872093e-09,1.176954704231806e-09,1.176954704231806e-09,1.1762471034759528e-09,1.176954704231806e-09,1.384566496419666e-09,0.0,0.0
transcription_TU8J2_121_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_319_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1305_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_982_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_41_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_304_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_535_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1181_from_BSU15330-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_520_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_953_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1050_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_708_from_BSU25200-MONOMER,4.384594706842006e-09,4.712689590998758e-09,5.249812547417748e-09,4.988278444775057e-09,4.941209183213606e-09,4.94984423194641e-09,4.940268905367405e-09,4.940268905367405e-09,5.3325640408713056e-09,4.940268905367405e-09,4.926916364525052e-09,0.0,0.0
transcription_TU8J2_506_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_126_from_BSU25200-MONOMER,6.490405152330754e-11,6.503911455188883e-11,6.49385657387801e-11,6.48732904215659e-11,6.487738331422042e-11,6.487054405475226e-11,6.487496992200752e-11,6.487496992200752e-11,6.487312185158344e-11,6.487496992200752e-11,6.48867983907482e-11,0.0,0.0
transcription_TU8J2_364_from_BSU25200-MONOMER,7.349152357209342e-08,7.391771751423698e-08,7.367447619885167e-08,7.352005689917102e-08,7.352152386672009e-08,7.351350877736689e-08,7.351653461938857e-08,7.351653461938857e-08,7.353331756477978e-08,7.351653461938857e-08,7.354485956897909e-08,0.0,0.0
transcription_TU8J2_822_from_BSU16470-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_591_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_35_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1138_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_282_from_BSU15320-MONOMER,2.5931109035582665e-09,2.5875002655811844e-09,2.587143451148453e-09,2.5895522382024787e-09,2.5897753084378695e-09,2.5896637725914183e-09,2.589842230645347e-09,2.589842230645347e-09,2.589574544963666e-09,2.589842230645347e-09,2.5896191586609414e-09,0.0,0.0
transcription_TU8J2_335_from_BSU34200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1123_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_664_from_BSU15320-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_91_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1210_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1007_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_268_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_998_from_BSU34200-MONOMER,6.853824905789897e-11,6.839040490146938e-11,6.838100246286138e-11,6.844447624544396e-11,6.84503543170683e-11,6.844741526283441e-11,6.845211776729342e-11,6.845211776729342e-11,6.844506404597458e-11,6.845211776729342e-11,6.844623965145703e-11,0.0,0.0
transcription_TU8J2_32_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_449_from_BSU25200-MONOMER,2.9310507967758687e-11,3.35658559991615e-10,3.350123878574786e-10,3.711930668747667e-10,3.3493455688498443e-10,3.349097809795927e-10,3.349310121225938e-10,3.349310121225938e-10,3.3495019273145227e-10,3.349310121225938e-10,3.349703425909314e-10,0.0,0.0
transcription_TU8J2_1095_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_305_from_BSU25200-MONOMER,1.4498339815549329e-08,1.4429934819883203e-08,1.4862165976541827e-08,1.4407332773046263e-08,1.4408428002833136e-08,1.4407587467539772e-08,1.4408471963259207e-08,1.4408471963259207e-08,1.4672929823621776e-08,1.4408471963259207e-08,1.440971210300551e-08,0.0,0.0
transcription_TU8J2_239_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_635_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1182_from_BSU25200-MONOMER,1.3926647697500746e-09,1.4038117745537667e-09,1.4015942191671556e-09,1.3948772516660119e-09,1.3947864465410895e-09,1.3947390313719073e-09,1.3947194446448831e-09,1.3947194446448831e-09,1.3952954044353705e-09,1.3947194446448831e-09,1.3953883199421423e-09,0.0,0.0
transcription_TU8J2_1416_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_299_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_620_from_BSU25200-MONOMER,7.349152357209342e-08,7.391771751423698e-08,7.367447619885167e-08,7.352005689917102e-08,7.352152386672009e-08,7.351350877736689e-08,7.351653461938857e-08,7.351653461938857e-08,7.353331756477978e-08,7.351653461938857e-08,7.354485956897909e-08,0.0,0.0
transcription_TU8J2_521_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_852_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_954_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_507_from_BSU15320-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1287_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_838_from_BSU25200-MONOMER,3.414433921166566e-14,3.4281737647195613e-14,3.4165083240485114e-14,3.411936265640322e-14,3.4122440564342603e-14,3.4117522214895154e-14,3.412084406536321e-14,3.412084406536321e-14,3.4125756447468224e-14,3.412084406536321e-14,3.413159250082698e-14,0.0,0.0
transcription_TU8J2_718_from_BSU23100-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_127_from_BSU25200-MONOMER,2.4183835987387853e-10,2.4295423115290433e-10,2.420681579741357e-10,2.41709987211983e-10,2.417288098559601e-10,2.4169593265270507e-10,2.417180554400931e-10,2.417180554400931e-10,2.4175885055356617e-10,2.417180554400931e-10,2.4180007296841614e-10,0.0,0.0
transcription_TU8J2_180_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1022_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_578_from_BSU25200-MONOMER,2.7600059051700786e-10,2.77091573181491e-10,2.762850624477827e-10,2.7588123964522133e-10,2.7590038298224087e-10,2.7586027931403207e-10,2.75886176666776e-10,2.75886176666776e-10,2.7591700483145715e-10,2.75886176666776e-10,2.759692554726979e-10,0.0,0.0
transcription_TU8J2_809_from_BSU25200-MONOMER,3.2063402829110268e-09,3.2822536524368764e-09,3.2777395414547356e-09,3.2781448617269585e-09,3.2783522441554146e-09,3.278354078003448e-09,3.2784439771147614e-09,3.2784439771147614e-09,3.01440773968831e-09,3.2784439771147614e-09,3.2786618009366907e-09,0.0,0.0
transcription_TU8J2_1124_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_36_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1220_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1096_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_24_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_225_from_BSU25200-MONOMER,1.041005987193546e-09,1.0412981165041215e-09,1.0397613023178256e-09,1.0398172574853683e-09,1.0398712936885725e-09,1.0398393306026335e-09,1.0399065224052456e-09,1.0399065224052456e-09,1.03996782242585e-09,1.0399065224052456e-09,1.0399914687035666e-09,0.0,0.0
transcription_TU8J2_1545_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_420_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
