,base,TYRt2r_REV_CPLX_dummy_s,4FE4St_s,HISt2r_FWD_BSU39390-MONOMER_s,PSER_Lt6_FWD_CPLX_dummy_s,PYDX5Pt_s,ASNt2r_FWD_CPLX_dummy_s,CBL1t_s,ASPt2r_FWD_CPLX_dummy_s,METt3_FWD_CPLX_dummy_s,PHEt2r_REV_CPLX_dummy_s,THMPPt_s,CITt13_FWD_BSU07610-MONOMER_s
EX_pser__D_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_pser__L_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_pur_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_pyr_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_raffin_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_rib__D_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_ribflv_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_rmn_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_salcn_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_sbt__D_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_ser__D_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_ser__L_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_so4_e,-0.028804317761677443,-0.028780263253239787,-0.028789445644788903,-0.028779387783557316,-0.028780045951982632,-0.028780168788703812,-0.028782099408380942,-0.028780168788703812,-0.028837814101271876,-0.028780531573945348,-0.028783138611320418,0.0,0.0
EX_spmd_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_srb__L_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_starch_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_subtilisin_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_succ_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_sucr_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_sula_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_taur_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_thiog_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_thr__L_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_thym_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_thymd_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_tmp_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_tre_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_trp__L_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_tyr__L_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_ump_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_ura_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_urate_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_urea_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_uri_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_val__L_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_xan_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_xtsn_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_xyl__D_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_zn2_e,-2.8160578168488753e-07,-2.8106453471406337e-07,-2.8085893241923343e-07,-2.810408575560927e-07,-2.810442604841237e-07,-2.810714558254606e-07,-2.810524107241897e-07,-2.810714558254606e-07,-2.8116715527526906e-07,-2.810750731601999e-07,-2.810724275693307e-07,0.0,0.0
EX_f6p_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_4fe4s_e,-2.2549200280379546e-07,-2.2539411810356528e-07,-2.2763383890219807e-07,-2.2539546281111266e-07,-2.253864089748431e-07,-2.2539650535536822e-07,-2.2538013671292163e-07,-2.2539650535536822e-07,-2.2514846074483736e-07,-2.2539637601156176e-07,-2.2537750459774315e-07,0.0,0.0
4FE4St,2.2549200280379546e-07,2.2539411810356528e-07,2.2763383890219807e-07,2.2539546281111266e-07,2.253864089748431e-07,2.2539650535536822e-07,2.2538013671292163e-07,2.2539650535536822e-07,2.2514846074483736e-07,2.2539637601156176e-07,2.2537750459774315e-07,0.0,0.0
EX_2fe2s_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2FE2St,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_udcpp_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UDCPPt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_pydx5p_e,-5.439561738029227e-07,-2.024078899633944e-07,-1.9681898047088345e-07,-1.9695349649408433e-07,-1.969533752291104e-07,-1.9697261427392426e-07,-1.969619760837758e-07,-1.9697261427392426e-07,-2.0253124715601992e-07,-1.9697820188553646e-07,-1.9697524700924886e-07,0.0,0.0
PYDX5Pt,5.439561738029227e-07,2.024078899633944e-07,1.9681898047088345e-07,1.9695349649408433e-07,1.969533752291104e-07,1.9697261427392426e-07,1.969619760837758e-07,1.9697261427392426e-07,2.0253124715601992e-07,1.9697820188553646e-07,1.9697524700924886e-07,0.0,0.0
EX_3fe4s_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3FE4St,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_cl_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_sheme_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHEMEt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_cu_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_bmocogdp_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BMOCOGDPt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_dpm_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DPMt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_thmpp_e,-2.4790547975622245e-07,-1.4499416736279846e-07,-1.0072270253370923e-07,-1.4502733192285267e-07,-1.4496437044276296e-07,-1.4499769480088422e-07,-1.4496515080732461e-07,-1.4499769480088422e-07,-2.868647507788014e-07,-1.4500206952014237e-07,-1.5438434534992498e-07,0.0,0.0
THMPPt,2.4790547975622245e-07,1.4499416736279846e-07,1.0072270253370923e-07,1.4502733192285267e-07,1.4496437044276296e-07,1.4499769480088422e-07,1.4496515080732461e-07,1.4499769480088422e-07,2.868647507788014e-07,1.4500206952014237e-07,1.5438434534992498e-07,0.0,0.0
EX_cbl1_e,-6.003688275792116e-09,-5.992572214225808e-09,-5.990220328300861e-09,-5.992192623613042e-09,-5.992203228792177e-09,-5.992666647343114e-09,-5.992438475937363e-09,-5.992666647343114e-09,-5.999125497191108e-09,-5.992610656261208e-09,-5.9928877723636245e-09,0.0,0.0
CBL1t,6.003688275792116e-09,5.992572214225808e-09,5.990220328300861e-09,5.992192623613042e-09,5.992203228792177e-09,5.992666647343114e-09,5.992438475937363e-09,5.992666647343114e-09,5.999125497191108e-09,5.992610656261208e-09,5.9928877723636245e-09,0.0,0.0
transcription_TU8J2_569_from_BSU25200-MONOMER,1.978361045560344e-08,1.978823910868536e-08,1.9785903645243e-08,1.9788696418318787e-08,1.9788339234135322e-08,1.9788224049551838e-08,1.978781725411062e-08,1.9788224049551838e-08,1.9776277903888892e-08,1.9788303189830945e-08,1.9787564084870572e-08,0.0,0.0
transcription_TU8J2_257_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_677_from_BSU25200-MONOMER,1.712862411524143e-09,1.7108086963962506e-09,1.7107375308228594e-09,1.7107523644376568e-09,1.7108395378429116e-09,1.710888553804579e-09,1.7110006523012754e-09,1.710888553804579e-09,1.7130940857907748e-09,1.7110123914883347e-09,1.7111274390239344e-09,0.0,0.0
transcription_TU8J2_1099_from_BSU15330-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1223_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_885_from_BSU25200-MONOMER,2.0342149525841205e-10,2.033761585992275e-10,2.0368513829571432e-10,2.033505661991902e-10,2.033800247519687e-10,2.0336662831197144e-10,2.033874160624449e-10,2.0336662831197144e-10,2.0415134114507686e-10,2.0336726399759266e-10,2.0342430132955837e-10,0.0,0.0
transcription_TU8J2_1562_from_BSU25200-MONOMER,3.4565828811597813e-10,3.4520771059770983e-10,3.4488661572298455e-10,3.451958165785055e-10,3.45183922683643e-10,3.4521663119371267e-10,3.451809492293559e-10,3.4521663119371267e-10,3.449044519491227e-10,3.4521663119371267e-10,3.451868961457016e-10,0.0,0.0
transcription_TU8J2_1084_from_BSU04730-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_54_from_BSU04730-MONOMER,1.3787205070607038e-09,1.379804574259031e-09,1.385638729615664e-09,1.379750011289221e-09,1.3799102183670224e-09,1.3797316259437989e-09,1.3801871818012594e-09,1.3797316259437989e-09,1.3883128016572843e-09,1.3797359289618694e-09,1.3804137979340759e-09,0.0,0.0
transcription_TU8J2_228_from_BSU34200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_423_from_BSU16470-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_648_from_MONOMER8J2-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1304_from_BSU25200-MONOMER,7.349152357209342e-08,7.351406647838144e-08,7.366725351265441e-08,7.350637967374182e-08,7.352005689917102e-08,7.350913152251922e-08,7.352591520384911e-08,7.350913152251922e-08,7.38995388163161e-08,7.35093649644236e-08,7.353765437715413e-08,0.0,0.0
transcription_TU8J2_981_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_199_from_BSU25200-MONOMER,7.349152357209342e-08,7.351406647838144e-08,7.366725351265441e-08,7.350637967374182e-08,7.352005689917102e-08,7.350913152251922e-08,7.352591520384911e-08,7.350913152251922e-08,7.38995388163161e-08,7.35093649644236e-08,7.353765437715413e-08,0.0,0.0
transcription_TU8J2_1040_from_BSU04730-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_497_from_BSU25200-MONOMER,3.4755487854868833e-10,3.348690650184671e-10,3.338648027007862e-10,3.341105852891127e-10,3.3446934362219753e-10,3.349282390046641e-10,3.349430257622506e-10,3.349282390046641e-10,3.4802615654849557e-10,3.3493962064678456e-10,3.356043773998305e-10,0.0,0.0
transcription_TU8J2_2986_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_827_from_BSU25200-MONOMER,7.349152357209342e-08,7.351406647838144e-08,7.366725351265441e-08,7.350637967374182e-08,7.352005689917102e-08,7.350913152251922e-08,7.352591520384911e-08,7.350913152251922e-08,7.38995388163161e-08,7.35093649644236e-08,7.353765437715413e-08,0.0,0.0
transcription_TU8J2_721_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1166_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_184_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_17_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1011_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_692_from_BSU25200-MONOMER,7.08879876214562e-15,7.0882943675165884e-15,7.099369564425576e-15,7.087501214015009e-15,7.088667543728616e-15,7.087945293074321e-15,7.088976552839764e-15,7.087945293074321e-15,7.11725971857903e-15,7.088046358796207e-15,7.0901770256545085e-15,0.0,0.0
transcription_TU8J2_468_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_2948_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_799_from_BSU25200-MONOMER,7.147971363384759e-09,4.302402856848852e-09,3.0742033524303433e-09,4.3039721286044245e-09,4.3020464980448025e-09,4.302424946001195e-09,4.301788670332232e-09,4.302424946001195e-09,8.239798239589284e-09,4.302572208883708e-09,4.563038961659043e-09,0.0,0.0
transcription_TU8J2_1137_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_267_from_BSU25200-MONOMER,3.4527012031521196e-09,1.034488763937658e-09,6.549146734129119e-10,1.0357809296898924e-09,1.0333928113882353e-09,1.0343884967758554e-09,1.033686237779711e-09,1.0343884967758554e-09,4.171638850218174e-09,1.034343494479264e-09,1.2419084635889223e-09,0.0,0.0
transcription_TU8J2_121_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_319_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1305_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_982_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_41_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_304_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_535_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1181_from_BSU15330-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_520_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_953_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1050_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_708_from_BSU25200-MONOMER,4.384594706842006e-09,4.985095475870209e-09,5.066357699917837e-09,4.995201134272014e-09,4.988278444775057e-09,4.984615542365051e-09,5.376901026874855e-09,4.984615542365051e-09,4.767390182740552e-09,4.984284166555055e-09,4.971501709786785e-09,0.0,0.0
transcription_TU8J2_506_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_126_from_BSU25200-MONOMER,6.490405152330754e-11,6.48739611209886e-11,6.49381853917769e-11,6.486783347148915e-11,6.48732904215659e-11,6.487164131738445e-11,6.48697939181041e-11,6.487164131738445e-11,6.503141537195167e-11,6.487186203104344e-11,6.488370416829079e-11,0.0,0.0
transcription_TU8J2_364_from_BSU25200-MONOMER,7.349152357209342e-08,7.351406647838144e-08,7.366725351265441e-08,7.350637967374182e-08,7.352005689917102e-08,7.350913152251922e-08,7.352591520384911e-08,7.350913152251922e-08,7.38995388163161e-08,7.35093649644236e-08,7.353765437715413e-08,0.0,0.0
transcription_TU8J2_822_from_BSU16470-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_591_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_35_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1138_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_282_from_BSU15320-MONOMER,2.5931109035582665e-09,2.589730693924388e-09,2.587321856499238e-09,2.58964146559703e-09,2.5895522382024787e-09,2.589797615782062e-09,2.5895299314995926e-09,2.589797615782062e-09,2.587455662960901e-09,2.589797615782062e-09,2.589574544963666e-09,0.0,0.0
transcription_TU8J2_335_from_BSU34200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1123_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_664_from_BSU15320-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_91_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1210_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1007_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_268_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_998_from_BSU34200-MONOMER,6.853824905789897e-11,6.844917869095355e-11,6.838570363500152e-11,6.844682745640886e-11,6.844447624544396e-11,6.845094213233628e-11,6.844388844638712e-11,6.845094213233628e-11,6.838922957600923e-11,6.845094213233628e-11,6.844506404597458e-11,0.0,0.0
transcription_TU8J2_32_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_449_from_BSU25200-MONOMER,2.9310507967758687e-11,3.712005869813741e-10,3.712553137093662e-10,3.7118693674241086e-10,3.711930668747667e-10,3.712011376389538e-10,3.712189617836639e-10,3.712011376389538e-10,3.718825959648976e-10,3.712058167739292e-10,3.7123354444840866e-10,0.0,0.0
transcription_TU8J2_1095_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_305_from_BSU25200-MONOMER,1.4498339815549329e-08,1.4407594806540025e-08,1.4862537857746673e-08,1.4406648734606937e-08,1.4407332773046263e-08,1.4407650822645469e-08,1.4672103107253732e-08,1.4407650822645469e-08,1.442807773833666e-08,1.4407856802065278e-08,1.4409030879535836e-08,0.0,0.0
transcription_TU8J2_239_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_635_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1182_from_BSU25200-MONOMER,1.3926647697500746e-09,1.394420494763132e-09,1.401213756646155e-09,1.3943730294499405e-09,1.3948772516660119e-09,1.3943552131635724e-09,1.3949311911766745e-09,1.3943552131635724e-09,1.403180871039836e-09,1.3943596627763048e-09,1.3950286154855195e-09,0.0,0.0
transcription_TU8J2_1416_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_299_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_620_from_BSU25200-MONOMER,7.349152357209342e-08,7.351406647838144e-08,7.366725351265441e-08,7.350637967374182e-08,7.352005689917102e-08,7.350913152251922e-08,7.352591520384911e-08,7.350913152251922e-08,7.38995388163161e-08,7.35093649644236e-08,7.353765437715413e-08,0.0,0.0
transcription_TU8J2_521_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_852_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_954_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_507_from_BSU15320-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1287_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_838_from_BSU25200-MONOMER,3.414433921166566e-14,3.411850010450209e-14,3.416365535485986e-14,3.411397394529082e-14,3.411936265640322e-14,3.411692876277526e-14,3.412184166662187e-14,3.411692876277526e-14,3.42728247989363e-14,3.4117037107421115e-14,3.412776909979709e-14,0.0,0.0
transcription_TU8J2_718_from_BSU23100-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_127_from_BSU25200-MONOMER,2.4183835987387853e-10,2.416864415234219e-10,2.420418617452145e-10,2.416557778319543e-10,2.41709987211983e-10,2.416757981230883e-10,2.4171659897392414e-10,2.416757981230883e-10,2.428728630424057e-10,2.416766145007638e-10,2.4175843275862624e-10,0.0,0.0
transcription_TU8J2_180_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1022_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_578_from_BSU25200-MONOMER,2.7600059051700786e-10,2.758735989266265e-10,2.7627404974759263e-10,2.758359615384264e-10,2.7588123964522133e-10,2.7585948901850845e-10,2.7589032077883686e-10,2.7585948901850845e-10,2.770306021641881e-10,2.7586041111839703e-10,2.759432318655895e-10,0.0,0.0
transcription_TU8J2_809_from_BSU25200-MONOMER,3.2063402829110268e-09,3.2781571847708085e-09,3.2778703200250095e-09,3.2780117318183543e-09,3.2781448617269585e-09,3.278255955602998e-09,3.014225389704784e-09,3.278255955602998e-09,3.2817764450603064e-09,3.2784001366322615e-09,3.2785865221254685e-09,0.0,0.0
transcription_TU8J2_1124_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_36_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1220_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1096_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_24_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_225_from_BSU25200-MONOMER,1.041005987193546e-09,1.039807385212787e-09,1.0398020738165871e-09,1.0397643436156352e-09,1.0398172574853683e-09,1.0398465427855512e-09,1.0399078476769095e-09,1.0398465427855512e-09,1.0411308664687915e-09,1.0398664906623948e-09,1.039986337286073e-09,0.0,0.0
transcription_TU8J2_1545_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_420_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1530_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
