,base,PYDX5Pt_s,METt3_FWD_CPLX_dummy_s,4FE4St_s,PSER_Lt6_FWD_CPLX_dummy_s,HISt2r_FWD_BSU39390-MONOMER_s,CBL1t_s,ASPt2r_FWD_CPLX_dummy_s,TYRt2r_REV_CPLX_dummy_s,ASNt2r_FWD_CPLX_dummy_s,PHEt2r_REV_CPLX_dummy_s,THMPPt_s,CITt13_FWD_BSU07610-MONOMER_s
EX_pser__D_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_pser__L_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_pur_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_pyr_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_raffin_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_rib__D_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_ribflv_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_rmn_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_salcn_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_sbt__D_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_ser__D_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_ser__L_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_so4_e,-0.028804317761677443,-0.028780263253239787,-0.028784984460162637,-0.02879159666301077,-0.028781520232719158,-0.02878419382037153,-0.028784984460162637,-0.028784292044906377,-0.028784984460162637,-0.028786650622072904,-0.02878765561594762,0.0,0.0
EX_spmd_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_srb__L_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_starch_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_subtilisin_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_succ_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_sucr_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_sula_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_taur_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_thiog_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_thr__L_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_thym_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_thymd_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_tmp_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_tre_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_trp__L_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_tyr__L_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_ump_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_ura_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_urate_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_urea_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_uri_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_val__L_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_xan_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_xtsn_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_xyl__D_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_zn2_e,-2.8160578168488753e-07,-2.8106453471406337e-07,-2.8114353418130195e-07,-2.808843694340408e-07,-2.8108144032364304e-07,-2.811111648853209e-07,-2.8114353418130195e-07,-2.8098649622752303e-07,-2.8114353418130195e-07,-2.8112247527865663e-07,-2.8113908174109347e-07,0.0,0.0
EX_f6p_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_4fe4s_e,-2.2549200280379546e-07,-2.2539411810356528e-07,-2.2541214209956437e-07,-2.276443736902783e-07,-2.2539316462672764e-07,-2.2540737621021385e-07,-2.2541214209956437e-07,-2.253797832237359e-07,-2.2541214209956437e-07,-2.2378923018512088e-07,-2.253907769533279e-07,0.0,0.0
4FE4St,2.2549200280379546e-07,2.2539411810356528e-07,2.2541214209956437e-07,2.276443736902783e-07,2.2539316462672764e-07,2.2540737621021385e-07,2.2541214209956437e-07,2.253797832237359e-07,2.2541214209956437e-07,2.2378923018512088e-07,2.253907769533279e-07,0.0,0.0
EX_2fe2s_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2FE2St,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_udcpp_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UDCPPt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_pydx5p_e,-5.439561738029227e-07,-2.024078899633944e-07,-5.24197853543703e-07,-4.461919520556247e-07,-2.0899724102182923e-07,-5.241387685365097e-07,-5.24197853543703e-07,-6.576829411620646e-07,-5.24197853543703e-07,-5.472291871996804e-07,-4.980242647050475e-07,0.0,0.0
PYDX5Pt,5.439561738029227e-07,2.024078899633944e-07,5.24197853543703e-07,4.461919520556247e-07,2.0899724102182923e-07,5.241387685365097e-07,5.24197853543703e-07,6.576829411620646e-07,5.24197853543703e-07,5.472291871996804e-07,4.980242647050475e-07,0.0,0.0
EX_3fe4s_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3FE4St,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_cl_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_sheme_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHEMEt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_cu_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_bmocogdp_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BMOCOGDPt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_dpm_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DPMt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_thmpp_e,-2.4790547975622245e-07,-1.4499416736279846e-07,-1.5151306980627962e-07,-9.6179492297088e-08,-1.5148421892622977e-07,-1.5154429890489246e-07,-1.5151306980627962e-07,-1.3561031498176286e-07,-1.5151306980627962e-07,-1.5148283734868685e-07,-1.6090091195115904e-07,0.0,0.0
THMPPt,2.4790547975622245e-07,1.4499416736279846e-07,1.5151306980627962e-07,9.6179492297088e-08,1.5148421892622977e-07,1.5154429890489246e-07,1.5151306980627962e-07,1.3561031498176286e-07,1.5151306980627962e-07,1.5148283734868685e-07,1.6090091195115904e-07,0.0,0.0
EX_cbl1_e,-6.003688275792116e-09,-5.992572214225808e-09,-5.994656607651116e-09,-5.991080372443997e-09,-5.992905219632339e-09,-5.994044037123937e-09,-5.994656607651116e-09,-5.992363727374106e-09,-5.994656607651116e-09,-5.994378794253504e-09,-5.994725630744354e-09,0.0,0.0
CBL1t,6.003688275792116e-09,5.992572214225808e-09,5.994656607651116e-09,5.991080372443997e-09,5.992905219632339e-09,5.994044037123937e-09,5.994656607651116e-09,5.992363727374106e-09,5.994656607651116e-09,5.994378794253504e-09,5.994725630744354e-09,0.0,0.0
transcription_TU8J2_569_from_BSU25200-MONOMER,1.978361045560344e-08,1.978823910868536e-08,1.9787967514014765e-08,1.9786133712719365e-08,1.978798888374934e-08,1.9788289379344868e-08,1.9787967514014765e-08,1.9788906640842433e-08,1.9787967514014765e-08,1.978758475584022e-08,1.978713145868486e-08,0.0,0.0
transcription_TU8J2_257_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_677_from_BSU25200-MONOMER,1.712862411524143e-09,1.7108086963962506e-09,1.7108865336966436e-09,1.7105281396506356e-09,1.7109247589520108e-09,1.7108211445358265e-09,1.7108865336966436e-09,1.7101159023629467e-09,1.7108865336966436e-09,1.7109487608416451e-09,1.7110469085108955e-09,0.0,0.0
transcription_TU8J2_1099_from_BSU15330-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1223_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_885_from_BSU25200-MONOMER,2.0342149525841205e-10,2.033761585992275e-10,2.0334824976475938e-10,2.036646515848402e-10,2.0339390367787277e-10,2.033299884913787e-10,2.0334824976475938e-10,2.0332737215479733e-10,2.0334824976475938e-10,2.0336499333589736e-10,2.0340749262849405e-10,0.0,0.0
transcription_TU8J2_1562_from_BSU25200-MONOMER,3.4565828811597813e-10,3.4520771059770983e-10,3.4527907732412403e-10,3.4491337016710353e-10,3.4521365765394027e-10,3.452552879179496e-10,3.4527907732412403e-10,3.451452683840764e-10,3.4527907732412403e-10,3.452433934013761e-10,3.452463670188624e-10,0.0,0.0
transcription_TU8J2_1084_from_BSU04730-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_54_from_BSU04730-MONOMER,1.3787205070607038e-09,1.379804574259031e-09,1.3794445497884036e-09,1.3853992823242546e-09,1.3798281991839322e-09,1.3794620996055663e-09,1.3794445497884036e-09,1.3800231244885572e-09,1.3794445497884036e-09,1.3798796722954065e-09,1.3801452533121316e-09,0.0,0.0
transcription_TU8J2_228_from_BSU34200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_423_from_BSU16470-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_648_from_MONOMER8J2-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1304_from_BSU25200-MONOMER,7.349152357209342e-08,7.351406647838144e-08,7.350455028620174e-08,7.366299432469295e-08,7.352152386672009e-08,7.350138882683319e-08,7.350455028620174e-08,7.351636100437596e-08,7.350455028620174e-08,7.352055854270915e-08,7.353326388974269e-08,0.0,0.0
transcription_TU8J2_981_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_199_from_BSU25200-MONOMER,7.349152357209342e-08,7.351406647838144e-08,7.350455028620174e-08,7.366299432469295e-08,7.352152386672009e-08,7.350138882683319e-08,7.350455028620174e-08,7.351636100437596e-08,7.350455028620174e-08,7.352055854270915e-08,7.353326388974269e-08,0.0,0.0
transcription_TU8J2_1040_from_BSU04730-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_497_from_BSU25200-MONOMER,3.4755487854868833e-10,3.348690650184671e-10,3.363837405973135e-10,3.3419370564355704e-10,3.3542603073357085e-10,3.3557536680832014e-10,3.363837405973135e-10,3.3311479405080023e-10,3.363837405973135e-10,3.3634872870638476e-10,3.370693196315794e-10,0.0,0.0
transcription_TU8J2_2986_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_827_from_BSU25200-MONOMER,7.349152357209342e-08,7.351406647838144e-08,7.350455028620174e-08,7.366299432469295e-08,7.352152386672009e-08,7.350138882683319e-08,7.350455028620174e-08,7.351636100437596e-08,7.350455028620174e-08,7.352055854270915e-08,7.353326388974269e-08,0.0,0.0
transcription_TU8J2_721_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1166_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_184_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_17_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1011_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_692_from_BSU25200-MONOMER,7.08879876214562e-15,7.0882943675165884e-15,7.087920220175771e-15,7.099120230113682e-15,7.088959415393936e-15,7.087477753214554e-15,7.087920220175771e-15,7.0876907293662564e-15,7.087920220175771e-15,7.0888610873699555e-15,7.090096056242281e-15,0.0,0.0
transcription_TU8J2_468_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_2948_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_799_from_BSU25200-MONOMER,7.147971363384759e-09,4.302402856848852e-09,4.481955279514156e-09,2.9474546341552185e-09,4.482328157828383e-09,4.483588829489216e-09,4.481955279514156e-09,4.043187827968707e-09,4.481955279514156e-09,4.481418245042148e-09,4.742571169884321e-09,0.0,0.0
transcription_TU8J2_1137_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_267_from_BSU25200-MONOMER,3.4527012031521196e-09,1.034488763937658e-09,1.3288457869254746e-09,3.0063570492302227e-10,1.1770767321733086e-09,1.3302166644284202e-09,1.3288457869254746e-09,9.797765618744478e-10,1.3288457869254746e-09,1.3282762382912325e-09,1.5364989351246304e-09,0.0,0.0
transcription_TU8J2_121_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_319_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1305_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_982_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_41_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_304_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_535_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1181_from_BSU15330-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_520_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_953_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1050_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_708_from_BSU25200-MONOMER,4.384594706842006e-09,4.985095475870209e-09,4.971867168505084e-09,5.4354047142247184e-09,4.941209183213606e-09,4.98164849950213e-09,4.971867168505084e-09,5.009238968885186e-09,4.971867168505084e-09,5.365145400682701e-09,4.958542718329911e-09,0.0,0.0
transcription_TU8J2_506_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_126_from_BSU25200-MONOMER,6.490405152330754e-11,6.48739611209886e-11,6.48836105055023e-11,6.49447495981454e-11,6.487738331422042e-11,6.487905584474408e-11,6.48836105055023e-11,6.488061504050068e-11,6.48836105055023e-11,6.488192105938984e-11,6.489456508874478e-11,0.0,0.0
transcription_TU8J2_364_from_BSU25200-MONOMER,7.349152357209342e-08,7.351406647838144e-08,7.350455028620174e-08,7.366299432469295e-08,7.352152386672009e-08,7.350138882683319e-08,7.350455028620174e-08,7.351636100437596e-08,7.350455028620174e-08,7.352055854270915e-08,7.353326388974269e-08,0.0,0.0
transcription_TU8J2_822_from_BSU16470-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_591_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_35_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1138_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_282_from_BSU15320-MONOMER,2.5931109035582665e-09,2.589730693924388e-09,2.5902660834775346e-09,2.587522566978775e-09,2.5897753084378695e-09,2.5900876165619105e-09,2.5902660834775346e-09,2.5892622556123846e-09,2.5902660834775346e-09,2.589998384503314e-09,2.5900206924305123e-09,0.0,0.0
transcription_TU8J2_335_from_BSU34200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1123_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_664_from_BSU15320-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_91_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1210_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1007_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_268_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_998_from_BSU34200-MONOMER,6.853824905789897e-11,6.844917869095355e-11,6.846328659339351e-11,6.839099256641026e-11,6.84503543170683e-11,6.845858386492897e-11,6.846328659339351e-11,6.843683497265727e-11,6.846328659339351e-11,6.845623253606577e-11,6.845682036607098e-11,0.0,0.0
transcription_TU8J2_32_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_449_from_BSU25200-MONOMER,2.9310507967758687e-11,3.712005869813741e-10,3.3497993339751886e-10,3.350464162119061e-10,3.3493455688498443e-10,3.3496033912654144e-10,3.3497993339751886e-10,3.3493763672495896e-10,3.3497993339751886e-10,3.349962500635871e-10,3.3501451829222006e-10,0.0,0.0
transcription_TU8J2_1095_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_305_from_BSU25200-MONOMER,1.4498339815549329e-08,1.4407594806540025e-08,1.4485046171310562e-08,1.4938510966432596e-08,1.4408428002833136e-08,1.4484040607542629e-08,1.4485046171310562e-08,1.4480850647724828e-08,1.4485046171310562e-08,1.4749453970028779e-08,1.4486224075117868e-08,0.0,0.0
transcription_TU8J2_239_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_635_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1182_from_BSU25200-MONOMER,1.3926647697500746e-09,1.394420494763132e-09,1.3938989561852645e-09,1.4008381664924647e-09,1.3947864465410895e-09,1.393915949280997e-09,1.3938989561852645e-09,1.3948270937343756e-09,1.3938989561852645e-09,1.3944448524637224e-09,1.394601598192473e-09,0.0,0.0
transcription_TU8J2_1416_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_299_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_620_from_BSU25200-MONOMER,7.349152357209342e-08,7.351406647838144e-08,7.350455028620174e-08,7.366299432469295e-08,7.352152386672009e-08,7.350138882683319e-08,7.350455028620174e-08,7.351636100437596e-08,7.350455028620174e-08,7.352055854270915e-08,7.353326388974269e-08,0.0,0.0
transcription_TU8J2_521_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_852_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_954_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_507_from_BSU15320-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1287_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_838_from_BSU25200-MONOMER,3.414433921166566e-14,3.411850010450209e-14,3.4119835304998846e-14,3.416384168349238e-14,3.4122440564342603e-14,3.4116450631445263e-14,3.4119835304998846e-14,3.4114531427196924e-14,3.4119835304998846e-14,3.412438962568944e-14,3.41305265315125e-14,0.0,0.0
transcription_TU8J2_718_from_BSU23100-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_127_from_BSU25200-MONOMER,2.4183835987387853e-10,2.416864415234219e-10,2.4169324426773226e-10,2.420392093096053e-10,2.417288098559601e-10,2.416706466968453e-10,2.4169324426773226e-10,2.4167824275131785e-10,2.4169324426773226e-10,2.4173203053377996e-10,2.417744615750187e-10,0.0,0.0
transcription_TU8J2_180_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1022_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_578_from_BSU25200-MONOMER,2.7600059051700786e-10,2.758735989266265e-10,2.758853444493366e-10,2.7628072332507044e-10,2.7590038298224087e-10,2.7585890927121394e-10,2.758853444493366e-10,2.7586548137306933e-10,2.758853444493366e-10,2.7591399919083405e-10,2.7596730122799346e-10,0.0,0.0
transcription_TU8J2_809_from_BSU25200-MONOMER,3.2063402829110268e-09,3.2781571847708085e-09,3.202938591481282e-09,3.2022028284073514e-09,3.2783522441554146e-09,3.2027637980699496e-09,3.202938591481282e-09,3.201755061609624e-09,3.202938591481282e-09,2.9387744313057917e-09,3.203147611466049e-09,0.0,0.0
transcription_TU8J2_1124_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_36_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1220_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1096_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_24_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_225_from_BSU25200-MONOMER,1.041005987193546e-09,1.039807385212787e-09,1.0399069452681775e-09,1.0397446845565682e-09,1.0398712936885725e-09,1.0398280201231757e-09,1.0399069452681775e-09,1.0395171361380838e-09,1.0399069452681775e-09,1.0399436220351938e-09,1.0399926896291998e-09,0.0,0.0
transcription_TU8J2_1545_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_420_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
