,base,HISt2r_FWD_BSU39390-MONOMER_s,CBL1t_s,ASNt2r_FWD_CPLX_dummy_s,ASPt2r_FWD_CPLX_dummy_s,PSER_Lt6_FWD_CPLX_dummy_s,METt3_FWD_CPLX_dummy_s,TYRt2r_REV_CPLX_dummy_s,PYDX5Pt_s,4FE4St_s,PHEt2r_REV_CPLX_dummy_s,THMPPt_s,CITt13_FWD_BSU07610-MONOMER_s
EX_prolb_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_pser__D_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_pser__L_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_pur_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_pyr_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_raffin_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_rib__D_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_ribflv_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_rmn_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_salcn_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_sbt__D_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_ser__D_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_ser__L_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_so4_e,-0.028804317761677443,-0.028783594850455466,-0.02878437740338367,-0.02878488146062529,-0.02878437740338367,-0.028841322341194842,-0.02878437740338367,-0.028784292044906377,-0.028837814101271876,-0.028794004684600263,-0.028787315837677872,0.0,0.0
EX_spmd_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_srb__L_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_starch_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_subtilisin_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_succ_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_sucr_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_sula_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_taur_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_thiog_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_thr__L_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_thym_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_thymd_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_tmp_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_tre_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_trp__L_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_tyr__L_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_ump_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_ura_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_urate_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_urea_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_uri_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_val__L_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_xan_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_xtsn_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_xyl__D_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_zn2_e,-2.8160578168488753e-07,-2.8096616334712105e-07,-2.8099675964357657e-07,-2.809460064018075e-07,-2.8099675964357657e-07,-2.8119961261710667e-07,-2.8099675964357657e-07,-2.8098649622752303e-07,-2.8116715527526906e-07,-2.808179188963505e-07,-2.8099665777938856e-07,0.0,0.0
EX_f6p_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_4fe4s_e,-2.2549200280379546e-07,-2.253824715970918e-07,-2.2538352892116578e-07,-2.2293828631640004e-07,-2.2538352892116578e-07,-2.2514016406903237e-07,-2.2538352892116578e-07,-2.253797832237359e-07,-2.2514846074483736e-07,-2.2761624405271494e-07,-2.2536576922112887e-07,0.0,0.0
4FE4St,2.2549200280379546e-07,2.253824715970918e-07,2.2538352892116578e-07,2.2293828631640004e-07,2.2538352892116578e-07,2.2514016406903237e-07,2.2538352892116578e-07,2.253797832237359e-07,2.2514846074483736e-07,2.2761624405271494e-07,2.2536576922112887e-07,0.0,0.0
EX_2fe2s_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2FE2St,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_udcpp_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UDCPPt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_pydx5p_e,-5.439561738029227e-07,-6.764878515871273e-07,-6.76556292703394e-07,-7.422392925947912e-07,-6.76556292703394e-07,-2.0912752777006867e-07,-6.76556292703394e-07,-6.576829411620646e-07,-2.0253124715601992e-07,-5.43724480552554e-07,-6.503850089416174e-07,0.0,0.0
PYDX5Pt,5.439561738029227e-07,6.764878515871273e-07,6.76556292703394e-07,7.422392925947912e-07,6.76556292703394e-07,2.0912752777006867e-07,6.76556292703394e-07,6.576829411620646e-07,2.0253124715601992e-07,5.43724480552554e-07,6.503850089416174e-07,0.0,0.0
EX_3fe4s_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3FE4St,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_cl_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_sheme_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHEMEt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_cu_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_bmocogdp_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BMOCOGDPt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_dpm_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DPMt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_thmpp_e,-2.4790547975622245e-07,-1.3564452685016506e-07,-1.356132416180289e-07,-1.3561836963110244e-07,-1.356132416180289e-07,-3.0016081029101684e-07,-1.356132416180289e-07,-1.3561031498176286e-07,-2.868647507788014e-07,-9.389895167711231e-08,-1.4500360588440827e-07,0.0,0.0
THMPPt,2.4790547975622245e-07,1.3564452685016506e-07,1.356132416180289e-07,1.3561836963110244e-07,1.356132416180289e-07,3.0016081029101684e-07,1.356132416180289e-07,1.3561031498176286e-07,2.868647507788014e-07,9.389895167711231e-08,1.4500360588440827e-07,0.0,0.0
EX_cbl1_e,-6.003688275792116e-09,-5.992061251271261e-09,-5.992535586832291e-09,-5.991707859248474e-09,-5.992535586832291e-09,-5.999858853742503e-09,-5.992535586832291e-09,-5.992363727374106e-09,-5.999125497191108e-09,-5.990388742246712e-09,-5.99270196825438e-09,0.0,0.0
CBL1t,6.003688275792116e-09,5.992061251271261e-09,5.992535586832291e-09,5.991707859248474e-09,5.992535586832291e-09,5.999858853742503e-09,5.992535586832291e-09,5.992363727374106e-09,5.999125497191108e-09,5.990388742246712e-09,5.99270196825438e-09,0.0,0.0
transcription_TU8J2_569_from_BSU25200-MONOMER,1.978361045560344e-08,1.9789394102703833e-08,1.978892274825694e-08,1.9789022530664123e-08,1.978892274825694e-08,1.9775454071613548e-08,1.978892274825694e-08,1.9788906640842433e-08,1.9776277903888892e-08,1.9786227369529193e-08,1.9788292176908832e-08,0.0,0.0
transcription_TU8J2_257_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_677_from_BSU25200-MONOMER,1.712862411524143e-09,1.7100494686762987e-09,1.7101856143048063e-09,1.7101058478657964e-09,1.7101856143048063e-09,1.7134048886693232e-09,1.7101856143048063e-09,1.7101159023629467e-09,1.7130940857907748e-09,1.711987991256202e-09,1.7103642101878728e-09,0.0,0.0
transcription_TU8J2_1099_from_BSU15330-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1223_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_885_from_BSU25200-MONOMER,2.0342149525841205e-10,2.033009373519487e-10,2.03317002278003e-10,2.0331261477390772e-10,2.03317002278003e-10,2.0419153171716066e-10,2.03317002278003e-10,2.0332737215479733e-10,2.0415134114507686e-10,2.0368046484711884e-10,2.0337885856881786e-10,0.0,0.0
transcription_TU8J2_1562_from_BSU25200-MONOMER,3.4565828811597813e-10,3.4513634834761215e-10,3.4515716187482785e-10,3.45100668901176e-10,3.4515716187482785e-10,3.449103974200053e-10,3.4515716187482785e-10,3.451452683840764e-10,3.449044519491227e-10,3.448449989499675e-10,3.451274283810901e-10,0.0,0.0
transcription_TU8J2_1084_from_BSU04730-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_54_from_BSU04730-MONOMER,1.3787205070607038e-09,1.3799514456920138e-09,1.3799330958448707e-09,1.3803995212779585e-09,1.3799330958448707e-09,1.3886004060348408e-09,1.3799330958448707e-09,1.3800231244885572e-09,1.3883128016572843e-09,1.3860567302234579e-09,1.3806377204815697e-09,0.0,0.0
transcription_TU8J2_228_from_BSU34200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_423_from_BSU16470-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_648_from_MONOMER8J2-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1304_from_BSU25200-MONOMER,7.349152357209342e-08,7.350850766564072e-08,7.351126195473301e-08,7.352398766097194e-08,7.351126195473301e-08,7.391771751423698e-08,7.351126195473301e-08,7.351636100437596e-08,7.38995388163161e-08,7.367937140102291e-08,7.354054265411336e-08,0.0,0.0
transcription_TU8J2_981_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_199_from_BSU25200-MONOMER,7.349152357209342e-08,7.350850766564072e-08,7.351126195473301e-08,7.352398766097194e-08,7.351126195473301e-08,7.391771751423698e-08,7.351126195473301e-08,7.351636100437596e-08,7.38995388163161e-08,7.367937140102291e-08,7.354054265411336e-08,0.0,0.0
transcription_TU8J2_1040_from_BSU04730-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_497_from_BSU25200-MONOMER,3.4755487854868833e-10,3.324060047047786e-10,3.332232750659004e-10,3.323190447769347e-10,3.332232750659004e-10,3.4929254897864683e-10,3.332232750659004e-10,3.3311479405080023e-10,3.4802615654849557e-10,3.331424373904848e-10,3.3390804561215627e-10,0.0,0.0
transcription_TU8J2_2986_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_827_from_BSU25200-MONOMER,7.349152357209342e-08,7.350850766564072e-08,7.351126195473301e-08,7.352398766097194e-08,7.351126195473301e-08,7.391771751423698e-08,7.351126195473301e-08,7.351636100437596e-08,7.38995388163161e-08,7.367937140102291e-08,7.354054265411336e-08,0.0,0.0
transcription_TU8J2_721_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1166_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_184_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_17_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1011_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_692_from_BSU25200-MONOMER,7.08879876214562e-15,7.0869019824462566e-15,7.0873461963985614e-15,7.087800103635177e-15,7.0873461963985614e-15,7.118779135591712e-15,7.0873461963985614e-15,7.0876907293662564e-15,7.11725971857903e-15,7.099882619435346e-15,7.089592066876565e-15,0.0,0.0
transcription_TU8J2_468_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_2948_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_799_from_BSU25200-MONOMER,7.147971363384759e-09,4.044722194277921e-09,4.043139273908816e-09,4.04431146887166e-09,4.043139273908816e-09,8.608542477333935e-09,4.043139273908816e-09,4.043187827968707e-09,8.239798239589284e-09,2.885079980028733e-09,4.303841000420826e-09,0.0,0.0
transcription_TU8J2_1137_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_267_from_BSU25200-MONOMER,3.4527012031521196e-09,9.810495810726972e-10,9.796275100292288e-10,9.805850643529831e-10,9.796275100292288e-10,4.4645512330614676e-09,9.796275100292288e-10,9.797765618744478e-10,4.171638850218174e-09,7.666635855453231e-10,1.1873241900950024e-09,0.0,0.0
transcription_TU8J2_121_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_319_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1305_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_982_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_41_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_304_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_535_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1181_from_BSU15330-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_520_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_953_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1050_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_708_from_BSU25200-MONOMER,4.384594706842006e-09,5.019016052213138e-09,5.0084370013846784e-09,5.412451643778368e-09,5.0084370013846784e-09,4.712689590998758e-09,5.0084370013846784e-09,5.009238968885186e-09,4.767390182740552e-09,4.993105763451436e-09,4.9956667511402554e-09,0.0,0.0
transcription_TU8J2_506_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_126_from_BSU25200-MONOMER,6.490405152330754e-11,6.487528077049994e-11,6.487909272643051e-11,6.487450384045163e-11,6.487909272643051e-11,6.503911455188883e-11,6.487909272643051e-11,6.488061504050068e-11,6.503141537195167e-11,6.494982259161077e-11,6.489093930247361e-11,0.0,0.0
transcription_TU8J2_364_from_BSU25200-MONOMER,7.349152357209342e-08,7.350850766564072e-08,7.351126195473301e-08,7.352398766097194e-08,7.351126195473301e-08,7.391771751423698e-08,7.351126195473301e-08,7.351636100437596e-08,7.38995388163161e-08,7.367937140102291e-08,7.354054265411336e-08,0.0,0.0
transcription_TU8J2_822_from_BSU16470-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_591_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_35_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1138_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_282_from_BSU15320-MONOMER,2.5931109035582665e-09,2.5891953379523405e-09,2.589351479975315e-09,2.588927672559183e-09,2.589351479975315e-09,2.5875002655811844e-09,2.589351479975315e-09,2.5892622556123846e-09,2.587455662960901e-09,2.5870096495839356e-09,2.5891284208169977e-09,0.0,0.0
transcription_TU8J2_335_from_BSU34200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1123_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_664_from_BSU15320-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_91_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1210_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1007_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_268_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_998_from_BSU34200-MONOMER,6.853824905789897e-11,6.843507163738436e-11,6.843918610698717e-11,6.842801842893174e-11,6.843918610698717e-11,6.839040490146938e-11,6.843918610698717e-11,6.843683497265727e-11,6.838922957600923e-11,6.83774766456592e-11,6.843330831537531e-11,0.0,0.0
transcription_TU8J2_32_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_449_from_BSU25200-MONOMER,2.9310507967758687e-11,3.3492475939124643e-10,3.3493859547331035e-10,3.3493693465567964e-10,3.3493859547331035e-10,3.35658559991615e-10,3.3493859547331035e-10,3.3493763672495896e-10,3.718825959648976e-10,3.350528579911052e-10,3.349769145278941e-10,0.0,0.0
transcription_TU8J2_1095_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_305_from_BSU25200-MONOMER,1.4498339815549329e-08,1.4479980061546736e-08,1.4480981672884715e-08,1.4744274182144695e-08,1.4480981672884715e-08,1.4429934819883203e-08,1.4480981672884715e-08,1.4480850647724828e-08,1.442807773833666e-08,1.4938094031038422e-08,1.4482310664927507e-08,0.0,0.0
transcription_TU8J2_239_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_635_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1182_from_BSU25200-MONOMER,1.3926647697500746e-09,1.3947547073255037e-09,1.3947369429078235e-09,1.3953094106174571e-09,1.3947369429078235e-09,1.4038117745537667e-09,1.3947369429078235e-09,1.3948270937343756e-09,1.403180871039836e-09,1.401837389923594e-09,1.395443578810584e-09,0.0,0.0
transcription_TU8J2_1416_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_299_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_620_from_BSU25200-MONOMER,7.349152357209342e-08,7.350850766564072e-08,7.351126195473301e-08,7.352398766097194e-08,7.351126195473301e-08,7.391771751423698e-08,7.351126195473301e-08,7.351636100437596e-08,7.38995388163161e-08,7.367937140102291e-08,7.354054265411336e-08,0.0,0.0
transcription_TU8J2_521_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_852_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_954_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_507_from_BSU15320-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1287_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_838_from_BSU25200-MONOMER,3.414433921166566e-14,3.411016815703729e-14,3.411312397608043e-14,3.411447470912088e-14,3.411312397608043e-14,3.4281737647195613e-14,3.411312397608043e-14,3.4114531427196924e-14,3.42728247989363e-14,3.416591193741716e-14,3.412431403915128e-14,0.0,0.0
transcription_TU8J2_718_from_BSU23100-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_127_from_BSU25200-MONOMER,2.4183835987387853e-10,2.416489603722396e-10,2.4166898947111106e-10,2.416872808903761e-10,2.4166898947111106e-10,2.4295423115290433e-10,2.4166898947111106e-10,2.4167824275131785e-10,2.428728630424057e-10,2.420750755248633e-10,2.417533117933098e-10,0.0,0.0
transcription_TU8J2_180_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1022_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_578_from_BSU25200-MONOMER,2.7600059051700786e-10,2.7582958795081797e-10,2.7585312503632956e-10,2.7585776507451743e-10,2.7585312503632956e-10,2.77091573181491e-10,2.7585312503632956e-10,2.7586548137306933e-10,2.770306021641881e-10,2.763123858486688e-10,2.759385872386854e-10,0.0,0.0
transcription_TU8J2_809_from_BSU25200-MONOMER,3.2063402829110268e-09,3.201619024652069e-09,3.201863812204576e-09,2.937573100853255e-09,3.201863812204576e-09,3.2822536524368764e-09,3.201863812204576e-09,3.201755061609624e-09,3.2817764450603064e-09,3.201879441709231e-09,3.2021062479950853e-09,0.0,0.0
transcription_TU8J2_1124_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_36_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1220_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1096_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_24_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_225_from_BSU25200-MONOMER,1.041005987193546e-09,1.039472731632275e-09,1.0395549186076009e-09,1.0395158255368035e-09,1.0395549186076009e-09,1.0412981165041215e-09,1.0395549186076009e-09,1.0395171361380838e-09,1.0411308664687915e-09,1.0396368016013106e-09,1.0396516790505907e-09,0.0,0.0
transcription_TU8J2_1545_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_420_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
