,base,ASNt2r_FWD_CPLX_dummy_s,ALAt2r_FWD_BSU27810-MONOMER_s,HISt2r_FWD_BSU39390-MONOMER_s,CITt15_FWD_BSU07610-MONOMER_s,LEUt2r_FWD_BSU29600-MONOMER_s,PYDX5Pt_s,CITt11_FWD_BSU07610-MONOMER_s,4FE4St_s,CBL1t_s,ASPt2r_FWD_CPLX_dummy_s,PSER_Lt6_FWD_CPLX_dummy_s,TYRt2r_REV_CPLX_dummy_s,METt3_FWD_CPLX_dummy_s,PHEt2r_REV_CPLX_dummy_s,THMPPt_s,CITt13_FWD_BSU07610-MONOMER_s
EX_lanth_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_lcts_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_leu__L_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_lipt_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_lys__L_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_madg_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_mal__D_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_mal__L_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_malt_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_malttr_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_man1p_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_man6p_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_man_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_mbdg_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_melib_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_meoh_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_met__D_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_met_L_ala__L_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_met__L_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_metox__R_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_metox_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_mg2_e,-0.0013002379702828882,-0.0010195342576448435,-0.0010195124539618345,-0.0010194455005697498,-0.0010195124553472104,-0.0010195125616736284,-0.001019403044222846,-0.0010195124604554095,-0.001019533968083556,-0.001018566547012809,-0.0010191762221588969,-0.0010194547048872384,-0.0010195154143599876,-0.001019320386287054,-0.001019631171401709,0.0,0.0
EX_mn2_e,-2.3718242480067265e-06,-3.8087706312887257e-06,-3.6887494623036867e-06,-3.691989586603523e-06,-3.688749607712029e-06,-3.688768825893216e-06,-3.6692247916638347e-06,-3.688750118444457e-06,-3.646081668662117e-06,-3.5206749600313477e-06,-3.646331828591207e-06,-3.679479965441175e-06,-3.688923399395816e-06,-3.6058368796183335e-06,-3.718355554074725e-06,0.0,0.0
EX_mnl_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_mobd_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_mops_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_mso3_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_na1_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_nac_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_nh4_e,-0.9471223294928048,-1.4452939016577575,-1.4452391214555913,-1.4451546826844712,-1.4452391231726434,-1.4452445691360885,-1.4451389040070486,-1.4452391294206717,-1.445337532411132,-1.4441692859776927,-1.44482043620963,-1.4451839403599478,-1.4452286643177579,-1.4450324892714437,-1.4453877710063288,0.0,0.0
EX_ni2_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_no2_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_no3_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_o2_e,-5.795461748837166,-3.408028296783785,-3.4080293176178365,-3.408430062946904,-3.408029338003183,-3.4080357855055405,-3.408701006601638,-3.408029409816672,-3.4087683265084374,-3.413015900519637,-3.410019116570277,-3.408522027773537,-3.408077148401242,-3.4090254743600537,-3.407679739157461,0.0,0.0
EX_orn__L_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_pala_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_pep_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_phe__L_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_pi_e,-0.10705256303017446,-0.14491727976743185,-0.14491738472347057,-0.1449093748791965,-0.14491738478631677,-0.14491877742489184,-0.1449064980252443,-0.1449173850010595,-0.1448197492427696,-0.14477321957358757,-0.1448564859432625,-0.14490051788419184,-0.14491047159768256,-0.14488634173512183,-0.14491799166941896,0.0,0.0
EX_pnto__R_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_ppa_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_ppi_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_pro__L_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_prolb_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_pser__D_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_pser__L_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_pur_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_pyr_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_raffin_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_rib__D_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_ribflv_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_rmn_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_salcn_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_sbt__D_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_ser__D_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_ser__L_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_so4_e,-0.017028886699646896,-0.028806107906412564,-0.028804163759997066,-0.02880338518186398,-0.02880416380529566,-0.028804297083510514,-0.028799778534652508,-0.028804163963695558,-0.02881069447437028,-0.028784779628088467,-0.02880259068893477,-0.02880043753571106,-0.028804080676022886,-0.028799887934490724,-0.028807172414075332,0.0,0.0
EX_spmd_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_srb__L_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_starch_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_subtilisin_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_succ_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_sucr_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_sula_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_taur_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_thiog_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_thr__L_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_thym_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_thymd_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_tmp_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_tre_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_trp__L_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_tyr__L_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_ump_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_ura_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_urate_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_urea_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_uri_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_val__L_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_xan_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_xtsn_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_xyl__D_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_zn2_e,-1.833244939576966e-07,-2.8158723052692425e-07,-2.816038856578488e-07,-2.815732606711354e-07,-2.81603885931625e-07,-2.816045301726201e-07,-2.815282923527205e-07,-2.8160388691773796e-07,-2.8134297418970424e-07,-2.811497153606929e-07,-2.8141804870402753e-07,-2.815242446838651e-07,-2.815936273967798e-07,-2.815215937470732e-07,-2.816044597265004e-07,0.0,0.0
EX_f6p_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_4fe4s_e,-2.3899334251457685e-07,-2.2386864449521105e-07,-2.2549043978591597e-07,-2.2548945156830972e-07,-2.25490440676731e-07,-2.254905735844382e-07,-2.2547481316441612e-07,-2.2549044383871263e-07,-2.277277312061335e-07,-2.2541249822014155e-07,-2.2546040058265883e-07,-2.2546524100877882e-07,-2.2548672146435604e-07,-2.2547967248524205e-07,-2.2547270985502865e-07,0.0,0.0
4FE4St,2.3899334251457685e-07,2.2386864449521105e-07,2.2549043978591597e-07,2.2548945156830972e-07,2.25490440676731e-07,2.254905735844382e-07,2.2547481316441612e-07,2.2549044383871263e-07,2.277277312061335e-07,2.2541249822014155e-07,2.2546040058265883e-07,2.2546524100877882e-07,2.2548672146435604e-07,2.2547967248524205e-07,2.2547270985502865e-07,0.0,0.0
EX_2fe2s_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2FE2St,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_udcpp_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UDCPPt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_pydx5p_e,-1.541834025388361e-07,-5.67034716953137e-07,-5.43952030554607e-07,-5.438972736143355e-07,-5.43952030920045e-07,-5.439533677397566e-07,-1.973054358075249e-07,-5.439520322342895e-07,-4.658247946972306e-07,-5.430640128409709e-07,-7.157390618521054e-07,-2.0933557887522503e-07,-5.250578383130963e-07,-5.437946753686145e-07,-5.177642603444366e-07,0.0,0.0
PYDX5Pt,1.541834025388361e-07,5.67034716953137e-07,5.43952030554607e-07,5.438972736143355e-07,5.43952030920045e-07,5.439533677397566e-07,1.973054358075249e-07,5.439520322342895e-07,4.658247946972306e-07,5.430640128409709e-07,7.157390618521054e-07,2.0933557887522503e-07,5.250578383130963e-07,5.437946753686145e-07,5.177642603444366e-07,0.0,0.0
EX_3fe4s_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3FE4St,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_cl_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_sheme_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHEMEt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_cu_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_bmocogdp_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BMOCOGDPt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_dpm_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DPMt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_thmpp_e,-6.725410816815986e-09,-2.478729902290891e-07,-2.479038882083549e-07,-2.479256945711214e-07,-2.4790388962830624e-07,-2.479040022630272e-07,-2.413422709110353e-07,-2.4790389459254236e-07,-1.89964479101353e-07,-1.5151532279130265e-07,-2.319663290977416e-07,-2.478388953601039e-07,-2.4789735841634215e-07,-2.0549210163274716e-07,-2.573072648176973e-07,0.0,0.0
THMPPt,6.725410816815986e-09,2.478729902290891e-07,2.479038882083549e-07,2.479256945711214e-07,2.4790388962830624e-07,2.479040022630272e-07,2.413422709110353e-07,2.4790389459254236e-07,1.89964479101353e-07,1.5151532279130265e-07,2.319663290977416e-07,2.478388953601039e-07,2.4789735841634215e-07,2.0549210163274716e-07,2.573072648176973e-07,0.0,0.0
EX_cbl1_e,-3.373457427330026e-09,-6.003437243758145e-09,-6.003615570055272e-09,-6.0031416076901415e-09,-6.003615579330702e-09,-6.003642536402413e-09,-6.00151506635089e-09,-6.003615611754006e-09,-6.000018724149911e-09,-5.994706609832975e-09,-6.000823117264244e-09,-6.00151618176833e-09,-6.003444084546946e-09,-6.001994299574637e-09,-6.0037747535098e-09,0.0,0.0
CBL1t,3.373457427330026e-09,6.003437243758145e-09,6.003615570055272e-09,6.0031416076901415e-09,6.003615579330702e-09,6.003642536402413e-09,6.00151506635089e-09,6.003615611754006e-09,6.000018724149911e-09,5.994706609832975e-09,6.000823117264244e-09,6.00151618176833e-09,6.003444084546946e-09,6.001994299574637e-09,6.0037747535098e-09,0.0,0.0
transcription_TU8J2_569_from_BSU25200-MONOMER,2.025463561806189e-08,1.9783348553400973e-08,1.9783521314910074e-08,1.978399682123893e-08,1.9783521386343284e-08,1.9783553910613474e-08,1.9784034470223185e-08,1.9783521639554103e-08,1.978172190306823e-08,1.978779009515668e-08,1.9785237276735713e-08,1.9783615253181927e-08,1.9783506847707118e-08,1.978457442889228e-08,1.978290745778616e-08,0.0,0.0
transcription_TU8J2_257_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_677_from_BSU25200-MONOMER,1.0653908574275815e-09,1.712946639884454e-09,1.7128657433800252e-09,1.712729515685318e-09,1.7128657454556556e-09,1.712887058772274e-09,1.7128981448421626e-09,1.7128657530087584e-09,1.7124557317393117e-09,1.7109503961988885e-09,1.7119676880971668e-09,1.7128865259136425e-09,1.712796085219107e-09,1.7124566271559768e-09,1.7130656854376245e-09,0.0,0.0
transcription_TU8J2_1099_from_BSU15330-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1223_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_885_from_BSU25200-MONOMER,0.0,2.034397179463641e-10,2.0342023820474457e-10,2.0340419062913415e-10,2.0342023879772738e-10,2.0342038034251033e-10,2.0345230415965148e-10,2.0342024098804464e-10,2.037367151431548e-10,2.033352789638694e-10,2.0338007851304867e-10,2.0347587343187606e-10,2.0343065100306122e-10,2.034157364916973e-10,2.034823463168756e-10,0.0,0.0
transcription_TU8J2_1562_from_BSU25200-MONOMER,1.0073900247700693e-11,3.4562407960604357e-10,3.4565680076808744e-10,3.4563597810162105e-10,3.4565680076808744e-10,3.4565680076808744e-10,3.4558541035417596e-10,3.4565680076808744e-10,3.452909722137251e-10,3.4528799847966777e-10,3.4550212719564077e-10,3.455705379147165e-10,3.456449020549057e-10,3.455913593843607e-10,3.456270542182806e-10,0.0,0.0
transcription_TU8J2_1084_from_BSU04730-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_54_from_BSU04730-MONOMER,1.0943423115147314e-09,1.3791582834094429e-09,1.37871913432307e-09,1.3787375337228207e-09,1.3787191389613402e-09,1.378720342874305e-09,1.379103388967193e-09,1.3787191559239205e-09,1.3846140666566528e-09,1.3793511758784761e-09,1.3793506060614956e-09,1.379224969429609e-09,1.3788091747589234e-09,1.3786875915039136e-09,1.379424337765911e-09,0.0,0.0
transcription_TU8J2_228_from_BSU34200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_423_from_BSU16470-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_648_from_MONOMER8J2-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1304_from_BSU25200-MONOMER,1.0372252107695344e-07,7.350787068613912e-08,7.349126270227372e-08,7.348851489656837e-08,7.349126292699637e-08,7.349131776556688e-08,7.350172391666107e-08,7.349126375495755e-08,7.36492360696991e-08,7.34988983709377e-08,7.350035943608057e-08,7.351504688431363e-08,7.34963706525965e-08,7.349284811850563e-08,7.352060987479033e-08,0.0,0.0
transcription_TU8J2_981_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_199_from_BSU25200-MONOMER,1.0372252107695344e-07,7.350787068613912e-08,7.349126270227372e-08,7.348851489656837e-08,7.349126292699637e-08,7.349131776556688e-08,7.350172391666107e-08,7.349126375495755e-08,7.36492360696991e-08,7.34988983709377e-08,7.350035943608057e-08,7.351504688431363e-08,7.34963706525965e-08,7.349284811850563e-08,7.352060987479033e-08,0.0,0.0
transcription_TU8J2_1040_from_BSU04730-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_497_from_BSU25200-MONOMER,1.1913540877698934e-08,3.475166234177869e-10,3.475526398078213e-10,3.467335870576059e-10,3.475526147193159e-10,3.475440834932609e-10,3.459907634707581e-10,3.4755252698553894e-10,3.453239166866106e-10,3.3649068665788113e-10,3.4330147960398627e-10,3.4630008308128633e-10,3.4744385324316635e-10,3.4542325810060774e-10,3.482397160368966e-10,0.0,0.0
transcription_TU8J2_2986_from_BSU25200-MONOMER,1.2612211129403315e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_827_from_BSU25200-MONOMER,1.0372252107695344e-07,7.350787068613912e-08,7.349126270227372e-08,7.348851489656837e-08,7.349126292699637e-08,7.349131776556688e-08,7.350172391666107e-08,7.349126375495755e-08,7.36492360696991e-08,7.34988983709377e-08,7.350035943608057e-08,7.351504688431363e-08,7.34963706525965e-08,7.349284811850563e-08,7.352060987479033e-08,0.0,0.0
transcription_TU8J2_721_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1166_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_184_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_17_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1011_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_692_from_BSU25200-MONOMER,8.62462640179447e-15,7.08978630914544e-15,7.088772434453462e-15,7.088328550425914e-15,7.088772453647807e-15,7.088790232691219e-15,7.089284367571398e-15,7.088772524546256e-15,7.099924467549256e-15,7.087513498710858e-15,7.088102984291781e-15,7.090259868463636e-15,7.089117917607831e-15,7.088823126314703e-15,7.091038370342716e-15,0.0,0.0
transcription_TU8J2_468_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_2948_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
