,base,ASNt2r_FWD_CPLX_dummy_s,HISt2r_FWD_BSU39390-MONOMER_s,CBL1t_s,ASPt2r_FWD_CPLX_dummy_s,4FE4St_s,PSER_Lt6_FWD_CPLX_dummy_s,PYDX5Pt_s,TYRt2r_REV_CPLX_dummy_s,METt3_FWD_CPLX_dummy_s,PHEt2r_REV_CPLX_dummy_s,THMPPt_s,CITt13_FWD_BSU07610-MONOMER_s
EX_pser__D_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_pser__L_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_pur_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_pyr_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_raffin_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_rib__D_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_ribflv_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_rmn_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_salcn_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_sbt__D_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_ser__D_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_ser__L_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_so4_e,-0.028804317761677443,-0.028786218163368713,-0.02878399691379291,-0.02878399691379291,-0.028783594850455466,-0.02879062464458518,-0.02878070987775936,-0.028779387783557316,-0.02878419382037153,-0.028784017838266805,-0.02878668792417646,0.0,0.0
EX_spmd_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_srb__L_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_starch_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_subtilisin_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_succ_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_sucr_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_sula_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_taur_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_thiog_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_thr__L_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_thym_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_thymd_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_tmp_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_tre_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_trp__L_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_tyr__L_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_ump_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_ura_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_urate_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_urea_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_uri_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_val__L_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_xan_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_xtsn_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_xyl__D_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_zn2_e,-2.8160578168488753e-07,-2.8110257585807875e-07,-2.811201604466103e-07,-2.811201604466103e-07,-2.8096616334712105e-07,-2.808596479728632e-07,-2.810578972439909e-07,-2.810408575560927e-07,-2.811111648853209e-07,-2.8111882547321406e-07,-2.8111436700396885e-07,0.0,0.0
EX_f6p_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_4fe4s_e,-2.2549200280379546e-07,-2.2539457821678055e-07,-2.2541176963196653e-07,-2.2541176963196653e-07,-2.253824715970918e-07,-2.2764326604847994e-07,-2.2538996817550856e-07,-2.2539546281111266e-07,-2.2540737621021385e-07,-2.2541121646687773e-07,-2.2538984378988458e-07,0.0,0.0
4FE4St,2.2549200280379546e-07,2.2539457821678055e-07,2.2541176963196653e-07,2.2541176963196653e-07,2.253824715970918e-07,2.2764326604847994e-07,2.2538996817550856e-07,2.2539546281111266e-07,2.2540737621021385e-07,2.2541121646687773e-07,2.2538984378988458e-07,0.0,0.0
EX_2fe2s_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2FE2St,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_udcpp_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UDCPPt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_pydx5p_e,-5.439561738029227e-07,-5.4681286571478e-07,-5.430115998518711e-07,-5.430115998518711e-07,-6.764878515871273e-07,-4.65022707288992e-07,-2.089872382435634e-07,-1.9695349649408433e-07,-5.241387685365097e-07,-5.430093571661646e-07,-5.168436081354521e-07,0.0,0.0
PYDX5Pt,5.439561738029227e-07,5.4681286571478e-07,5.430115998518711e-07,5.430115998518711e-07,6.764878515871273e-07,4.65022707288992e-07,2.089872382435634e-07,1.9695349649408433e-07,5.241387685365097e-07,5.430093571661646e-07,5.168436081354521e-07,0.0,0.0
EX_3fe4s_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3FE4St,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_cl_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_sheme_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHEMEt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_cu_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_bmocogdp_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BMOCOGDPt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_dpm_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DPMt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_thmpp_e,-2.4790547975622245e-07,-1.5151555103213204e-07,-1.5154356493584232e-07,-1.5154356493584232e-07,-1.3564452685016506e-07,-9.619413121694983e-08,-1.5152175184214588e-07,-1.4502733192285267e-07,-1.5154429890489246e-07,-1.5154398306954994e-07,-1.6093064826850684e-07,0.0,0.0
THMPPt,2.4790547975622245e-07,1.5151555103213204e-07,1.5154356493584232e-07,1.5154356493584232e-07,1.3564452685016506e-07,9.619413121694983e-08,1.5152175184214588e-07,1.4502733192285267e-07,1.5154429890489246e-07,1.5154398306954994e-07,1.6093064826850684e-07,0.0,0.0
EX_cbl1_e,-6.003688275792116e-09,-5.9939756709526275e-09,-5.994270929281543e-09,-5.994270929281543e-09,-5.992061251271261e-09,-5.99067891337081e-09,-5.992311459362437e-09,-5.992192623613042e-09,-5.994044037123937e-09,-5.994256129161177e-09,-5.994324935254167e-09,0.0,0.0
CBL1t,6.003688275792116e-09,5.9939756709526275e-09,5.994270929281543e-09,5.994270929281543e-09,5.992061251271261e-09,5.99067891337081e-09,5.992311459362437e-09,5.992192623613042e-09,5.994044037123937e-09,5.994256129161177e-09,5.994324935254167e-09,0.0,0.0
transcription_TU8J2_569_from_BSU25200-MONOMER,1.978361045560344e-08,1.9787898715330807e-08,1.9788324636240145e-08,1.9788324636240145e-08,1.9789394102703833e-08,1.9786411610094447e-08,1.9788275712630987e-08,1.9788696418318787e-08,1.9788289379344868e-08,1.9788248795341466e-08,1.9787412183149695e-08,0.0,0.0
transcription_TU8J2_257_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_677_from_BSU25200-MONOMER,1.712862411524143e-09,1.7110133952243394e-09,1.7108560665497917e-09,1.7108560665497917e-09,1.7100494686762987e-09,1.7104431055899132e-09,1.7110043163709519e-09,1.7107523644376568e-09,1.7108211445358265e-09,1.710801763346565e-09,1.71096210044365e-09,0.0,0.0
transcription_TU8J2_1099_from_BSU15330-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1223_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_885_from_BSU25200-MONOMER,2.0342149525841205e-10,2.033398164508456e-10,2.0331947124101677e-10,2.0331947124101677e-10,2.033009373519487e-10,2.0363550425713974e-10,2.0336636018484748e-10,2.033505661991902e-10,2.033299884913787e-10,2.0331915490020584e-10,2.0337838184400023e-10,0.0,0.0
transcription_TU8J2_1562_from_BSU25200-MONOMER,3.4565828811597813e-10,3.4523149900914513e-10,3.4526718255886553e-10,3.4526718255886553e-10,3.4513634834761215e-10,3.449014792253382e-10,3.4519879007164945e-10,3.451958165785055e-10,3.452552879179496e-10,3.4526718255886553e-10,3.452344725955457e-10,0.0,0.0
transcription_TU8J2_1084_from_BSU04730-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_54_from_BSU04730-MONOMER,1.3787205070607038e-09,1.3798245345592326e-09,1.3793717360232935e-09,1.3793717360232935e-09,1.3799514456920138e-09,1.3853231473067238e-09,1.379773587283293e-09,1.379750011289221e-09,1.3794620996055663e-09,1.3793690032898117e-09,1.380069604472147e-09,0.0,0.0
transcription_TU8J2_228_from_BSU34200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_423_from_BSU16470-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_648_from_MONOMER8J2-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1304_from_BSU25200-MONOMER,7.349152357209342e-08,7.351297157965505e-08,7.349624432951232e-08,7.349624432951232e-08,7.350850766564072e-08,7.365454196597778e-08,7.351350877736689e-08,7.350637967374182e-08,7.350138882683319e-08,7.349612123537518e-08,7.35248288545408e-08,0.0,0.0
transcription_TU8J2_981_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_199_from_BSU25200-MONOMER,7.349152357209342e-08,7.351297157965505e-08,7.349624432951232e-08,7.349624432951232e-08,7.350850766564072e-08,7.365454196597778e-08,7.351350877736689e-08,7.350637967374182e-08,7.350138882683319e-08,7.349612123537518e-08,7.35248288545408e-08,0.0,0.0
transcription_TU8J2_1040_from_BSU04730-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_497_from_BSU25200-MONOMER,3.4755487854868833e-10,3.356978724897568e-10,3.356497654996775e-10,3.356497654996775e-10,3.324060047047786e-10,3.3348619087273127e-10,3.3471010998760377e-10,3.341105852891127e-10,3.3557536680832014e-10,3.3567548270451783e-10,3.363610913421556e-10,0.0,0.0
transcription_TU8J2_2986_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_827_from_BSU25200-MONOMER,7.349152357209342e-08,7.351297157965505e-08,7.349624432951232e-08,7.349624432951232e-08,7.350850766564072e-08,7.365454196597778e-08,7.351350877736689e-08,7.350637967374182e-08,7.350138882683319e-08,7.349612123537518e-08,7.35248288545408e-08,0.0,0.0
transcription_TU8J2_721_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1166_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_184_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_17_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1011_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_692_from_BSU25200-MONOMER,7.08879876214562e-15,7.0881641260800536e-15,7.087103031407604e-15,7.087103031407604e-15,7.0869019824462566e-15,7.098258664015856e-15,7.088220880186982e-15,7.087501214015009e-15,7.087477753214554e-15,7.087060425744554e-15,7.08923576788607e-15,0.0,0.0
transcription_TU8J2_468_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_2948_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_799_from_BSU25200-MONOMER,7.147971363384759e-09,4.482934013724044e-09,4.4834474958678464e-09,4.4834474958678464e-09,4.044722194277921e-09,2.94843569819408e-09,4.484051422538538e-09,4.3039721286044245e-09,4.483588829489216e-09,4.483422227971444e-09,4.744011126289469e-09,0.0,0.0
transcription_TU8J2_1137_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_267_from_BSU25200-MONOMER,3.4527012031521196e-09,1.3293610583966051e-09,1.3300242134961155e-09,1.3300242134961155e-09,9.810495810726972e-10,3.006253718430371e-10,1.1783160314872093e-09,1.0357809296898924e-09,1.3302166644284202e-09,1.3300901055815413e-09,1.5377217759169188e-09,0.0,0.0
transcription_TU8J2_121_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_319_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1305_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_982_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_41_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_304_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_535_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1181_from_BSU15330-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_520_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_953_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1050_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_708_from_BSU25200-MONOMER,4.384594706842006e-09,5.373194668459633e-09,4.981245549098512e-09,4.981245549098512e-09,5.019016052213138e-09,5.445248209840067e-09,4.94984423194641e-09,4.995201134272014e-09,4.98164849950213e-09,4.981092982092795e-09,4.967767179669018e-09,0.0,0.0
transcription_TU8J2_506_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_126_from_BSU25200-MONOMER,6.490405152330754e-11,6.487572419936896e-11,6.487751843795997e-11,6.487751843795997e-11,6.487528077049994e-11,6.493849539629989e-11,6.487054405475226e-11,6.486783347148915e-11,6.487905584474408e-11,6.487737347936445e-11,6.488832405352726e-11,0.0,0.0
transcription_TU8J2_364_from_BSU25200-MONOMER,7.349152357209342e-08,7.351297157965505e-08,7.349624432951232e-08,7.349624432951232e-08,7.350850766564072e-08,7.365454196597778e-08,7.351350877736689e-08,7.350637967374182e-08,7.350138882683319e-08,7.349612123537518e-08,7.35248288545408e-08,0.0,0.0
transcription_TU8J2_822_from_BSU16470-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_591_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_35_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1138_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_282_from_BSU15320-MONOMER,2.5931109035582665e-09,2.5899091533775298e-09,2.5901768495533163e-09,2.5901768495533163e-09,2.5891953379523405e-09,2.587433361738209e-09,2.5896637725914183e-09,2.58964146559703e-09,2.5900876165619105e-09,2.5901768495533163e-09,2.5899314610715247e-09,0.0,0.0
transcription_TU8J2_335_from_BSU34200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1123_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_664_from_BSU15320-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_91_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1210_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1007_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_268_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_998_from_BSU34200-MONOMER,6.853824905789897e-11,6.845388123078209e-11,6.846093521737155e-11,6.846093521737155e-11,6.843507163738436e-11,6.838864191548994e-11,6.844741526283441e-11,6.844682745640886e-11,6.845858386492897e-11,6.846093521737155e-11,6.845446905489241e-11,0.0,0.0
transcription_TU8J2_32_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_449_from_BSU25200-MONOMER,2.9310507967758687e-11,3.349798118357762e-10,3.349641135920049e-10,3.349641135920049e-10,3.3492475939124643e-10,3.3502970516604013e-10,3.349097809795927e-10,3.7118693674241086e-10,3.3496033912654144e-10,3.3496328975676607e-10,3.3499786038563596e-10,0.0,0.0
transcription_TU8J2_1095_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_305_from_BSU25200-MONOMER,1.4498339815549329e-08,1.4748687863815065e-08,1.4484108743325582e-08,1.4484108743325582e-08,1.4479980061546736e-08,1.493747819018981e-08,1.4407587467539772e-08,1.4406648734606937e-08,1.4484040607542629e-08,1.4484023208472993e-08,1.4485200660612208e-08,0.0,0.0
transcription_TU8J2_239_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_635_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1182_from_BSU25200-MONOMER,1.3926647697500746e-09,1.3943971053527794e-09,1.3938254246667787e-09,1.3938254246667787e-09,1.3947547073255037e-09,1.4007612217144628e-09,1.3947390313719073e-09,1.3943730294499405e-09,1.393915949280997e-09,1.3938226219564744e-09,1.3945251611600897e-09,0.0,0.0
transcription_TU8J2_1416_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_299_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_620_from_BSU25200-MONOMER,7.349152357209342e-08,7.351297157965505e-08,7.349624432951232e-08,7.349624432951232e-08,7.350850766564072e-08,7.365454196597778e-08,7.351350877736689e-08,7.350637967374182e-08,7.350138882683319e-08,7.349612123537518e-08,7.35248288545408e-08,0.0,0.0
transcription_TU8J2_521_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_852_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_954_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_507_from_BSU15320-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1287_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_838_from_BSU25200-MONOMER,3.414433921166566e-14,3.411990942099223e-14,3.411502127432323e-14,3.411502127432323e-14,3.411016815703729e-14,3.415896102014058e-14,3.4117522214895154e-14,3.411397394529082e-14,3.4116450631445263e-14,3.411496413726615e-14,3.412565251403595e-14,0.0,0.0
transcription_TU8J2_718_from_BSU23100-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_127_from_BSU25200-MONOMER,2.4183835987387853e-10,2.417019759910792e-10,2.4166118150112974e-10,2.4166118150112974e-10,2.416489603722396e-10,2.420066953129524e-10,2.4169593265270507e-10,2.416557778319543e-10,2.416706466968453e-10,2.416607989459781e-10,2.417419967580286e-10,0.0,0.0
transcription_TU8J2_180_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1022_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_578_from_BSU25200-MONOMER,2.7600059051700786e-10,2.7587715704674513e-10,2.7584629495149405e-10,2.7584629495149405e-10,2.7582958795081797e-10,2.762411905154679e-10,2.7586027931403207e-10,2.758359615384264e-10,2.7585890927121394e-10,2.7584588124310433e-10,2.75927816997505e-10,0.0,0.0
transcription_TU8J2_809_from_BSU25200-MONOMER,3.2063402829110268e-09,2.9388011273051664e-09,3.202837786828452e-09,3.202837786828452e-09,3.201619024652069e-09,3.2020327795660014e-09,3.278354078003448e-09,3.2780117318183543e-09,3.2027637980699496e-09,3.2027689261452847e-09,3.2029778795051335e-09,0.0,0.0
transcription_TU8J2_1124_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_36_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1220_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1096_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_24_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_225_from_BSU25200-MONOMER,1.041005987193546e-09,1.0399278687256418e-09,1.0398849337480777e-09,1.0398849337480777e-09,1.039472731632275e-09,1.0396890580825462e-09,1.0398393306026335e-09,1.0397643436156352e-09,1.0398280201231757e-09,1.0398514498243113e-09,1.0399371712432655e-09,0.0,0.0
transcription_TU8J2_1545_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_420_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
