,base,BSU39740_s,BSU39720_s,BSU39670_s,BSU39750_s,BSU39710_s,BSU29180_s,BSU23050_s,BSU39700_s,BSU39730_s,BSU29190_s
EX_xtsn_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_xyl__D_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_zn2_e,-6.547449645930996e-08,-6.547548511975773e-08,-6.547548511975773e-08,-6.545829627127144e-08,-6.547548511975773e-08,-6.547548511975773e-08,-6.623886190930239e-08,-6.547548511975772e-08,-6.545829627127144e-08,-6.54583386284026e-08,0.0
EX_f6p_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_cbl1_e,-1.313875359542892e-09,-1.3139201763662848e-09,-1.3139201763662848e-09,-1.313400692793558e-09,-1.3139201763662848e-09,-1.3139201763662848e-09,-1.365611881030268e-09,-1.3139201763662846e-09,-1.3134006927935579e-09,-1.3134019186330457e-09,0.0
EX_4fe4s_e,-1.4155872590533847e-07,-1.4155997376800029e-07,-1.4155997376800029e-07,-1.4154789228393854e-07,-1.4155997376800029e-07,-1.4155997376800029e-07,-1.4129968488667956e-07,-1.4155997376800029e-07,-1.4154789228393854e-07,-1.415479220360564e-07,0.0
4FE4St,1.1911466263777549e-07,1.192668381078733e-07,1.192668381078733e-07,1.1926856962825763e-07,1.192668381078733e-07,1.192668381078733e-07,1.1839080180846313e-07,1.1926683810787356e-07,1.1926856962825763e-07,1.1926856602982895e-07,0.0
EX_2fe2s_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2FE2St,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_udcpp_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UDCPPt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_pydx5p_e,-1.1782208023587821e-07,-1.1782659430538481e-07,-1.1782659430538482e-07,-1.1774850262776051e-07,-1.1782659430538482e-07,-1.1782659430538482e-07,-1.2207904965078757e-07,-1.178265943053897e-07,-1.1774850262776047e-07,-1.1774869191570074e-07,0.0
PYDX5Pt,7.452628591857638e-08,7.452880772271356e-08,7.452880772271356e-08,7.448364919463826e-08,7.452880772271356e-08,7.452880772271356e-08,7.714638278758676e-08,7.452880772271599e-08,7.448364919463825e-08,7.448375920154461e-08,0.0
EX_3fe4s_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3FE4St,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_cl_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_sheme_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHEMEt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_cu_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_bmocogdp_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BMOCOGDPt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_dpm_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DPMt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_thmpp_e,-3.224270796011459e-09,-3.857840208969785e-09,-3.857840208969785e-09,-3.857357405627657e-09,-3.857840208969785e-09,-3.857840208969785e-09,-3.2126348345667803e-09,-3.857840208972164e-09,-3.857357405627657e-09,-3.857359143329918e-09,0.0
THMPPt,3.2161717289602444e-09,3.5329189771438014e-09,3.5329189771438014e-09,3.532435668993626e-09,3.5329189771438014e-09,3.5329189771438014e-09,3.2051687265172916e-09,3.532918977144991e-09,3.532435668993626e-09,3.532437407912138e-09,0.0
transcription_TU8J2_1243_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_569_from_BSU25200-MONOMER,1.788091582598012e-08,1.7881004691241398e-08,1.7881004691241398e-08,1.787979487533897e-08,1.7881004691241398e-08,1.7881004691241398e-08,1.795192651416678e-08,1.7881004691241398e-08,1.7879794875338968e-08,1.7879797887390077e-08,0.0
transcription_TU8J2_257_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_677_from_BSU25200-MONOMER,7.629699644270511e-10,7.629621027438265e-10,7.629621027438265e-10,7.628145857538335e-10,7.629621027438265e-10,7.629621027438265e-10,7.749268494317442e-10,7.629621027438264e-10,7.628145857538335e-10,7.628150126826066e-10,0.0
transcription_TU8J2_1099_from_BSU15330-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1223_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_885_from_BSU25200-MONOMER,1.2813699180907098e-10,1.2813956732703666e-10,1.2813956732703666e-10,1.2808671176066422e-10,1.2813956732703666e-10,1.2813956732703666e-10,1.324970505085224e-10,1.2813956732703663e-10,1.280867117606642e-10,1.2808684803327599e-10,0.0
transcription_TU8J2_1562_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1084_from_BSU04730-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_54_from_BSU04730-MONOMER,1.8273898355484075e-09,1.8272054353731238e-09,1.8272054353731238e-09,1.8272045419238368e-09,1.8272054353731238e-09,1.8272054353731238e-09,1.7818619538623996e-09,1.8272054353731269e-09,1.8272045419238368e-09,1.8272045504711797e-09,0.0
transcription_TU8J2_228_from_BSU34200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_423_from_BSU16470-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_648_from_MONOMER8J2-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1304_from_BSU25200-MONOMER,5.182039181353164e-08,5.181919041328602e-08,5.181919041328602e-08,5.18479627094576e-08,5.181919041328602e-08,5.181919041328602e-08,5.1967792953429655e-08,5.181919041328604e-08,5.1847962709457614e-08,5.184789396386425e-08,0.0
transcription_TU8J2_981_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_199_from_BSU25200-MONOMER,5.182039181353164e-08,5.181919041328602e-08,5.181919041328602e-08,5.18479627094576e-08,5.181919041328602e-08,5.181919041328602e-08,5.1967792953429655e-08,5.181919041328604e-08,5.1847962709457614e-08,5.184789396386425e-08,0.0
transcription_TU8J2_1040_from_BSU04730-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_497_from_BSU25200-MONOMER,1.0796601865527396e-08,1.0796581323160173e-08,1.0796581323160173e-08,1.079714130016685e-08,1.0796581323160173e-08,1.0796581323160173e-08,1.1035506553035565e-08,1.0796581323160244e-08,1.079714130016685e-08,1.0797140054198578e-08,0.0
transcription_TU8J2_2986_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_827_from_BSU25200-MONOMER,5.182039181353164e-08,5.181919041328602e-08,5.181919041328602e-08,5.18479627094576e-08,5.181919041328602e-08,5.181919041328602e-08,5.1967792953429655e-08,5.181919041328604e-08,5.1847962709457614e-08,5.184789396386425e-08,0.0
transcription_TU8J2_721_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1166_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_184_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_17_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1011_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_692_from_BSU25200-MONOMER,4.053429613645667e-15,4.053344239716687e-15,4.053344239716687e-15,4.055437083586905e-15,4.053344239716687e-15,4.053344239716687e-15,4.061047816787874e-15,4.053344239716688e-15,4.0554370835869056e-15,4.055432127219387e-15,0.0
transcription_TU8J2_468_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_2948_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_799_from_BSU25200-MONOMER,2.8891470649310744e-10,3.173680132794963e-10,3.173680132794963e-10,3.1732459690102415e-10,3.173680132794963e-10,3.173680132794963e-10,2.902840643395228e-10,3.1736801327960315e-10,3.1732459690102415e-10,3.173247531109789e-10,0.0
transcription_TU8J2_1137_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_267_from_BSU25200-MONOMER,1.498229665789249e-10,1.0716054211573286e-13,1.0716054211573286e-13,1.0722004236710828e-13,1.0716054211573286e-13,1.0716054211573286e-13,1.0645529167998348e-13,1.071605421157329e-13,1.072200423671083e-13,1.0721990020326912e-13,0.0
transcription_TU8J2_121_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_319_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1305_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_982_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_41_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_304_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_535_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1181_from_BSU15330-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_520_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_953_from_BSU25200-MONOMER,2.462695464366467e-13,2.462702539347794e-13,2.462702539347794e-13,2.462702539347794e-13,2.462702539347794e-13,2.462702539347794e-13,2.4363079751810223e-13,2.462702539347794e-13,2.462702539347794e-13,2.462702539347794e-13,0.0
transcription_TU8J2_1050_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_708_from_BSU25200-MONOMER,4.120566304195421e-09,3.9938192657531e-09,3.9938192657531e-09,3.99216097871408e-09,3.9938192657531e-09,3.9938192657531e-09,4.109354044837986e-09,3.993819265753035e-09,3.992160978714079e-09,3.992165019205222e-09,0.0
transcription_TU8J2_506_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_126_from_BSU25200-MONOMER,2.8776252084058027e-11,2.8776057749821142e-11,2.8776057749821142e-11,2.878292911007278e-11,2.8776057749821142e-11,2.8776057749821142e-11,2.8502902254153537e-11,2.877605774982115e-11,2.8782929110072783e-11,2.8782912747248348e-11,0.0
transcription_TU8J2_364_from_BSU25200-MONOMER,5.182039181353164e-08,5.181919041328602e-08,5.181919041328602e-08,5.18479627094576e-08,5.181919041328602e-08,5.181919041328602e-08,5.1967792953429655e-08,5.181919041328604e-08,5.1847962709457614e-08,5.184789396386425e-08,0.0
transcription_TU8J2_822_from_BSU16470-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_591_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_35_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1138_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_282_from_BSU15320-MONOMER,2.551824892888583e-07,2.5522847317460436e-07,2.5522847317460436e-07,2.5522450630520706e-07,2.5522847317460436e-07,2.5522847317460436e-07,3.0639656693854493e-07,2.5522847317460426e-07,2.5522450630520706e-07,2.5522451557621084e-07,0.0
transcription_TU8J2_335_from_BSU34200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1123_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_664_from_BSU15320-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_91_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1210_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1007_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_268_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_998_from_BSU34200-MONOMER,3.407282800002996e-11,3.407292362840712e-11,3.407292362840712e-11,3.4072961661072007e-11,3.407292362840712e-11,3.407292362840712e-11,3.370308852806892e-11,3.407292362840712e-11,3.4072961661072007e-11,3.407296156911369e-11,0.0
transcription_TU8J2_32_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_449_from_BSU25200-MONOMER,8.022468432051882e-11,8.022306997238674e-11,8.022306997238674e-11,8.025335334013612e-11,8.022306997238674e-11,8.022306997238674e-11,7.991854122812457e-11,8.022306997238677e-11,8.025335334013614e-11,8.025328105692694e-11,0.0
transcription_TU8J2_1095_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_305_from_BSU25200-MONOMER,5.099919193807166e-09,5.099994814333402e-09,5.099994814333402e-09,5.098314213994099e-09,5.099994814333402e-09,5.099994814333402e-09,5.252305063925855e-09,5.099994814333465e-09,5.098314213994098e-09,5.098318365318832e-09,0.0
transcription_TU8J2_239_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_635_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1182_from_BSU25200-MONOMER,2.164624862224814e-09,2.1644989970908784e-09,2.1644989970908784e-09,2.1644913411853325e-09,2.1644989970908784e-09,2.1644989970908784e-09,2.1879105898502105e-09,2.1644989970908817e-09,2.1644913411853325e-09,2.1644913658347977e-09,0.0
transcription_TU8J2_1416_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_299_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_620_from_BSU25200-MONOMER,5.182039181353164e-08,5.181919041328602e-08,5.181919041328602e-08,5.18479627094576e-08,5.181919041328602e-08,5.181919041328602e-08,5.1967792953429655e-08,5.181919041328604e-08,5.1847962709457614e-08,5.184789396386425e-08,0.0
transcription_TU8J2_521_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_852_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_954_from_BSU25200-MONOMER,3.83306989448208e-13,3.8330809063584243e-13,3.8330809063584243e-13,3.8330809063584243e-13,3.8330809063584243e-13,3.8330809063584243e-13,3.791999006160239e-13,3.8330809063584243e-13,3.8330809063584243e-13,3.8330809063584243e-13,0.0
transcription_TU8J2_507_from_BSU15320-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1287_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_838_from_BSU25200-MONOMER,1.3395344530656154e-14,1.3395067764466608e-14,1.3395067764466608e-14,1.3402505295888534e-14,1.3395067764466608e-14,1.3395067764466608e-14,1.3306911459997934e-14,1.3395067764466612e-14,1.3402505295888538e-14,1.340248752540864e-14,0.0
transcription_TU8J2_718_from_BSU23100-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_127_from_BSU25200-MONOMER,1.0569391132148541e-10,1.0569193061937445e-10,1.0569193061937445e-10,1.0575224782286178e-10,1.0569193061937445e-10,1.0569193061937445e-10,1.0528153536634899e-10,1.0569193061937448e-10,1.0575224782286181e-10,1.057521037083978e-10,0.0
transcription_TU8J2_180_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1022_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_578_from_BSU25200-MONOMER,1.1176461988071899e-10,1.1176204384181432e-10,1.1176204384181432e-10,1.1182434728678373e-10,1.1176204384181432e-10,1.1176204384181432e-10,1.1119626000151617e-10,1.1176204384181437e-10,1.1182434728678375e-10,1.1182419843012881e-10,0.0
transcription_TU8J2_809_from_BSU25200-MONOMER,1.8042356861639114e-09,1.8041958539292148e-09,1.8041958539292148e-09,1.8046713353184383e-09,1.8041958539292148e-09,1.8041958539292148e-09,1.7678055342082698e-09,1.8041958539292152e-09,1.8046713353184385e-09,1.8046702744453552e-09,0.0
transcription_TU8J2_1124_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_36_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1220_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1096_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_24_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_225_from_BSU25200-MONOMER,4.3058106930395955e-10,4.3057351589495957e-10,4.305735158949596e-10,4.304595716494088e-10,4.305735158949596e-10,4.305735158949596e-10,4.342479740468001e-10,4.3057351589495957e-10,4.3045957164940877e-10,4.3045987850134163e-10,0.0
transcription_TU8J2_1545_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_420_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1530_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1178_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_736_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_964_from_BSU25200-MONOMER,1.34495558604547e-10,1.3449203834664755e-10,1.3449203834664758e-10,1.3447727699625854e-10,1.3449203834664758e-10,1.3449203834664758e-10,1.34471655246005e-10,1.3449203834664758e-10,1.3447727699625854e-10,1.344773365174813e-10,0.0
transcription_TU8J2_1288_from_BSU25200-MONOMER,1.7071982394159156e-09,1.7071205296599616e-09,1.7071205296599616e-09,1.7087852160335615e-09,1.7071205296599616e-09,1.7071205296599616e-09,1.57894385226516e-09,1.7071205296599627e-09,1.7087852160335621e-09,1.7087812101446606e-09,0.0
transcription_TU8J2_719_from_BSU25200-MONOMER,1.2801651595496534e-09,1.2802008319051925e-09,1.2802008319051925e-09,1.2797129781023509e-09,1.2802008319051925e-09,1.2802008319051925e-09,1.3353296890950636e-09,1.2802008319051921e-09,1.2797129781023506e-09,1.279714176276267e-09,0.0
transcription_TU8J2_296_from_BSU25200-MONOMER,1.7701545091624893e-14,1.7691640850231813e-14,1.7691640850231813e-14,1.7686880558895435e-14,1.7691640850231813e-14,1.7691640850231813e-14,1.7808466652360195e-14,1.7691640850231696e-14,1.7686880558895435e-14,1.7686892236790664e-14,0.0
transcription_TU8J2_1485_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_69_from_BSU23450-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1134_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_279_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1221_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_264_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1105_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_892_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_25_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1546_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_316_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_421_from_BSU04730-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_547_from_BSU25200-MONOMER,5.182039181353164e-08,5.181919041328602e-08,5.181919041328602e-08,5.18479627094576e-08,5.181919041328602e-08,5.181919041328602e-08,5.1967792953429655e-08,5.181919041328604e-08,5.1847962709457614e-08,5.184789396386425e-08,0.0
transcription_TU8J2_646_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_878_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_98_from_BSU25200-MONOMER,3.237403794166355e-08,3.2373164564338726e-08,3.2373164564338726e-08,3.2387901035149925e-08,3.2373164564338726e-08,3.2373164564338726e-08,3.1164348824695384e-08,3.237316456433873e-08,3.238790103514993e-08,3.238786694155572e-08,0.0
transcription_TU8J2_301_from_BSU23450-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_631_from_BSU04730-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1289_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_390_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_834_from_BSU25200-MONOMER,3.2822978971394343e-10,3.2828832960574283e-10,3.2828832960574283e-10,3.282832155493417e-10,3.2828832960574283e-10,3.2828832960574283e-10,3.9682575477407555e-10,3.2828832960574273e-10,3.282832155493417e-10,3.2828322750154795e-10,0.0
transcription_TU8J2_1509_from_BSU25200-MONOMER,2.5692378923769036e-10,2.5692306029477094e-10,2.5692306029477094e-10,2.5680408066988747e-10,2.5692306029477094e-10,2.5692306029477094e-10,2.6112840454391715e-10,2.569230602947709e-10,2.568040806698874e-10,2.5680436388194183e-10,0.0
transcription_TU8J2_705_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_49_from_BSU04730-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_936_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_690_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_370_from_BSU25200-MONOMER,1.1973116606047991e-09,1.1972980288064645e-09,1.1972980288064645e-09,1.197168178858374e-09,1.1972980288064645e-09,1.1972980288064645e-09,1.2127077464796504e-09,1.1972980288064645e-09,1.197168178858374e-09,1.1971685888021395e-09,0.0
transcription_TU8J2_1242_from_BSU25200-MONOMER,7.938244846955057e-21,0.0,0.0,0.0,0.0,0.0,0.0,7.93850610102061e-21,0.0,0.0,0.0
transcription_TU8J2_1019_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_475_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_347_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_805_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_676_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_28_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
