,base,ASPt2r_FWD_CPLX_dummy_s,4FE4St_s,CBL1t_s,PSER_Lt6_FWD_CPLX_dummy_s
transcription_TU8J2_736_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_964_from_BSU25200-MONOMER,2.1983364413322554e-10,2.1984748095803248e-10,2.1968754026444098e-10,4.0461556841150113e-10,2.1972905008016146e-10
transcription_TU8J2_1288_from_BSU25200-MONOMER,1.325129021354356e-09,1.3250434928179147e-09,1.3247812157562004e-09,1.3031125399149106e-09,1.3249522642262364e-09
transcription_TU8J2_719_from_BSU25200-MONOMER,3.5512075607342635e-09,3.5510025468602973e-09,3.5487949922601463e-09,3.4916485525430336e-09,3.5492886180430932e-09
transcription_TU8J2_296_from_BSU25200-MONOMER,5.245551886978186e-14,5.2493507910138486e-14,5.146702691334977e-14,4.9692679386999615e-14,5.138765889784343e-14
transcription_TU8J2_1485_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_69_from_BSU23450-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1134_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_279_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1221_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_264_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1105_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_892_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_25_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1546_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_316_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_421_from_BSU04730-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_547_from_BSU25200-MONOMER,7.349152357209342e-08,7.349671370899832e-08,7.340086114873177e-08,7.2984338446635e-08,7.34069330949244e-08
transcription_TU8J2_646_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_878_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_98_from_BSU25200-MONOMER,4.33186185659924e-08,4.331858438978445e-08,4.32993280350975e-08,4.258089092843555e-08,4.33050286441332e-08
transcription_TU8J2_301_from_BSU23450-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_631_from_BSU04730-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1289_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_390_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_834_from_BSU25200-MONOMER,2.343557666113079e-12,2.343472107202597e-12,2.3431885321272166e-12,2.322227118696908e-12,2.3433542139225266e-12
transcription_TU8J2_1509_from_BSU25200-MONOMER,8.657066117892137e-10,8.656933208923285e-10,8.650103299232592e-10,8.511371107231132e-10,8.651913511638964e-10
transcription_TU8J2_705_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_49_from_BSU04730-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_936_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_690_from_BSU25200-MONOMER,4.088765692331426e-09,4.088806417961653e-09,3.6526861849744476e-09,4.101356658354171e-09,3.6512187245435404e-09
transcription_TU8J2_370_from_BSU25200-MONOMER,2.2892279995553203e-09,2.2894183668835587e-09,2.2874529636578104e-09,1.9152375053771167e-09,2.2877397959020175e-09
transcription_TU8J2_1242_from_BSU25200-MONOMER,1.979484361541989e-13,1.979252420053067e-13,1.9785412319730672e-13,1.920156000374776e-13,1.9790050330815695e-13
transcription_TU8J2_1019_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_475_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_347_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_805_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_676_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_28_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_661_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1106_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1208_from_BSU25200-MONOMER,7.352139648105377e-13,7.352271883929867e-13,7.341498018368362e-13,1.5428574901935594e-10,7.342878361995242e-13
transcription_TU8J2_995_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1217_from_BSU25200-MONOMER,2.053777203204577e-10,2.0533991099236227e-10,2.053285360567612e-10,5.560961484178602e-10,2.0542609576440483e-10
transcription_TU8J2_446_from_BSU25200-MONOMER,2.7288817079341866e-08,2.728865799923935e-08,2.7292755274270962e-08,2.732036613510014e-08,2.7292139402844034e-08
transcription_TU8J2_250_from_BSU25200-MONOMER,4.325498899881876e-11,4.324163476556612e-11,4.3259840539504094e-11,1.682267759557536e-10,4.3288497249913246e-11
transcription_TU8J2_317_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1092_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_656_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1194_from_BSU25200-MONOMER,2.2209851407551984e-08,2.221479535242291e-08,2.147966585675766e-08,2.0251798235722768e-08,2.1408287849134976e-08
transcription_TU8J2_1202_from_BSU25200-MONOMER,1.3543318436853915e-10,1.3541462242361568e-10,1.3528212217514228e-10,1.3310608673761657e-10,1.3529992453673896e-10
transcription_TU8J2_1428_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1078_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_533_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_641_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_864_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_417_from_BSU16470-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_221_from_BSU25200-MONOMER,7.349152357209342e-08,7.349671370899832e-08,7.340086114873177e-08,7.2984338446635e-08,7.34069330949244e-08
transcription_TU8J2_519_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1049_from_BSU25200-MONOMER,4.813913992191305e-11,4.8136042320302005e-11,4.8126543371714534e-11,1.3908069896653092e-10,4.8132738276085427e-11
transcription_TU8J2_14_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_2974_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_946_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1267_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_2947_from_BSU25200-MONOMER,1.1208621927233636e-09,1.1207898482939902e-09,1.1205680008830916e-09,1.1022395218252136e-09,1.1207126824651088e-09
transcription_TU8J2_2956_from_BSU25200-MONOMER,3.745282035603457e-13,3.745608860623382e-13,3.7412015418663685e-13,3.7213886937156743e-13,3.741248759475692e-13
transcription_TU8J2_371_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_931_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_280_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_575_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_686_from_BSU34200-MONOMER,1.5571336950454693e-08,1.5571093985815776e-08,1.555998733382937e-08,1.5397298309222203e-08,1.5562252579346725e-08
transcription_TU8J2_266_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_792_from_BSU25200-MONOMER,4.314834351155452e-09,4.315070188917064e-09,4.048316191450788e-09,4.256782053772937e-09,4.0494157777194706e-09
transcription_TU8J2_563_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_572_from_BSU25200-MONOMER,1.354948934101741e-08,1.543753389982571e-08,1.3567374420112685e-08,1.347393480135418e-08,1.3563800155704497e-08
transcription_TU8J2_1218_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_447_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_327_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_777_from_MONOMER8J2-6,2.674242043871157e-11,2.6734085531611932e-11,2.674554056230652e-11,1.0494215681897735e-10,2.6763429387609344e-11
transcription_TU8J2_237_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_762_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_865_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_13_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_30_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1175_from_BSU01730-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_105_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1059_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_514_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_836_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_613_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1044_from_BSU25200-MONOMER,4.627330637702926e-10,4.627696577135508e-10,4.6241306853118814e-10,4.545150287898686e-10,4.624768212463131e-10
transcription_TU8J2_50_from_BSU04730-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1268_from_BSU25200-MONOMER,5.428691158623078e-10,5.429410146634485e-10,5.421760133989411e-10,5.335048890559208e-10,5.422687790801347e-10
transcription_TU8J2_821_from_BSU25200-MONOMER,2.6705189605899067e-11,2.6706442996967374e-11,2.667167483577981e-11,2.6228373020509876e-11,2.6674147344652295e-11
transcription_TU8J2_830_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_2957_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_372_from_BSU25200-MONOMER,1.4175782715926615e-07,1.4175978205096724e-07,1.4191331461983307e-07,1.4137901576363735e-07,1.4188293494816156e-07
transcription_TU8J2_1146_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_477_from_BSU25200-MONOMER,1.0459833776318461e-16,1.0458608169780559e-16,1.0454850168669264e-16,1.0146335633616894e-16,1.0457300949049743e-16
transcription_TU8J2_358_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_173_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1239_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_471_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1219_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1000_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_903_from_BSU25200-MONOMER,4.2225523537156956e-11,4.221223574926385e-11,4.223064528085264e-11,1.6721441464535855e-10,4.2259169107226095e-11
transcription_TU8J2_328_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_787_from_BSU15320-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_559_from_BSU25200-MONOMER,3.036830452563791e-10,3.0369003560339916e-10,3.032289593446292e-10,2.9826412183123215e-10,3.0328337040987247e-10
transcription_TU8J2_89_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1439_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_763_from_BSU25200-MONOMER,9.659853669395632e-09,9.660403236299836e-09,9.002895847647112e-09,9.5343235120484e-09,8.998159402804824e-09
transcription_TU8J2_643_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_419_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_875_from_BSU13450-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1424_from_BSU25200-MONOMER,7.349152357209342e-08,7.349671370899832e-08,7.340086114873177e-08,7.2984338446635e-08,7.34069330949244e-08
transcription_TU8J2_130_from_BSU25200-MONOMER,2.096360943156109e-10,2.0961376135638015e-10,2.0942817271070515e-10,2.0608437336989755e-10,2.0945520720406564e-10
transcription_TU8J2_300_from_BSU38700-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_629_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1176_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_734_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_218_from_BSU25200-MONOMER,3.367000259829541e-07,3.367389578355179e-07,3.311216462107252e-07,3.1938517859122596e-07,3.30623474490455e-07
transcription_TU8J2_1295_from_BSU25200-MONOMER,1.3926647697500746e-09,1.3930093822166311e-09,1.3911702701038885e-09,1.3980706397696412e-09,1.3911382221262867e-09
transcription_TU8J2_388_from_BSU25200-MONOMER,3.739083629871971e-07,3.7390276811317484e-07,3.7364144831572265e-07,3.7766168010417686e-07,3.736953005589171e-07
transcription_TU8J2_4_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1161_from_BSU23100-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1269_from_CPLX8J2-36,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1045_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_373_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_60_from_BSU15320-MONOMER,8.719435366450917e-13,8.720116307202824e-13,8.707932704420344e-13,8.407258884744552e-13,8.708950288438829e-13
transcription_TU8J2_1254_from_BSU25200-MONOMER,1.580404625098697e-09,1.5804410037406204e-09,1.5780415051078665e-09,1.5522038684942978e-09,1.5783246671101915e-09
transcription_TU8J2_359_from_BSU25200-MONOMER,8.429574924766071e-10,8.430226644416185e-10,8.423380028196041e-10,2.0956016141452804e-09,8.424554285287804e-10
transcription_TU8J2_697_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_291_from_BSU04730-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_174_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_586_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1132_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_16_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_574_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_339_from_BSU25200-MONOMER,2.2490526313525914e-10,2.249104401310134e-10,2.2456897069791903e-10,2.2089205127546107e-10,2.2460926710279628e-10
transcription_TU8J2_659_from_BSU04730-MONOMER,3.414433921166566e-14,3.4144953332868926e-14,3.409491803185996e-14,3.344812827064938e-14,3.410132853591465e-14
transcription_TU8J2_668_from_BSU04730-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_458_from_BSU00980-MONOMER,8.397540980511728e-09,9.567690729818394e-09,8.408625581625631e-09,8.350714688603813e-09,8.40641036663948e-09
transcription_TU8J2_789_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1103_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_653_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_443_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_248_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1191_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_545_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_3001_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_639_from_BSU34200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_759_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_131_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_530_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_744_from_BSU25200-MONOMER,9.677276139573996e-10,9.678546884484506e-10,9.663010020320835e-10,8.583088664584466e-10,9.664559743888493e-10
transcription_TU8J2_624_from_BSU25200-MONOMER,1.803442802634478e-15,1.80324119824376e-15,1.801989472431008e-15,1.7491701311320264e-15,1.8024261034275575e-15
transcription_TU8J2_615_from_BSU25200-MONOMER,3.4904058436833297e-10,3.490462138947673e-10,3.4853499842433004e-10,3.4288826327594743e-10,3.485880163633806e-10
transcription_TU8J2_847_from_BSU14730-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1162_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_40_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_949_from_BSU25200-MONOMER,1.7059805302126225e-09,1.7058856320254634e-09,1.368267723990248e-09,1.7962353788786368e-09,1.367973592199073e-09
transcription_TU8J2_297_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1281_from_BSU25200-MONOMER,6.355010573431784e-09,6.354407167590838e-09,6.3502800660659805e-09,6.249778114389022e-09,6.352024356146884e-09
transcription_TU8J2_832_from_BSU25200-MONOMER,3.716002481244282e-10,3.715627723975704e-10,3.7133965609680344e-10,0.0,3.714055119688996e-10
transcription_TU8J2_600_from_BSU25200-MONOMER,1.795693005709279e-08,1.7957375066918058e-08,1.798380659810904e-08,1.787462011562884e-08,1.7978421238168032e-08
transcription_TU8J2_1157_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_934_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1264_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_818_from_MONOMER8J2-6,2.688674749404612e-09,2.6888083149776913e-09,2.6847980184362307e-09,2.5534854576901325e-09,2.6852658591997594e-09
transcription_TU8J2_596_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_369_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1133_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1017_from_BSU25200-MONOMER,5.245551886978186e-14,5.2493507910138486e-14,5.146702691334977e-14,4.9692679386999615e-14,5.138765889784343e-14
transcription_TU8J2_92_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_278_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_683_from_BSU15320-MONOMER,3.712972341056712e-09,3.7127326926262116e-09,3.711997800053379e-09,3.6512828109696725e-09,3.712477072809457e-09
transcription_TU8J2_914_from_BSU15320-MONOMER,4.851823213828719e-10,4.851238746116703e-10,4.848092261106972e-10,4.769938192437917e-10,4.848755086486004e-10
transcription_TU8J2_1234_from_BSU04730-MONOMER,5.4599366685210705e-09,5.460240316887831e-09,5.454811011809216e-09,4.79192470217397e-09,5.455552105366655e-09
transcription_TU8J2_272_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1002_from_BSU25200-MONOMER,1.3152649207813285e-11,1.3152246839662925e-11,1.3141579373933998e-11,1.2893879024748897e-11,1.3143748484829028e-11
transcription_TU8J2_34_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_57_from_BSU16470-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_134_from_BSU25200-MONOMER,2.1213778769715937e-06,2.121249835601449e-06,2.119256841754614e-06,2.113718737077059e-06,2.119858287340398e-06
transcription_TU8J2_324_from_BSU16470-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_546_from_BSU25200-MONOMER,1.5125981999043317e-10,1.5127776495995416e-10,1.5105556335292945e-10,1.486301322328678e-10,1.5108239749279372e-10
transcription_TU8J2_1200_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_234_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1554_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_540_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1187_from_BSU25200-MONOMER,3.0368304525637915e-10,3.036900356033992e-10,3.0322895934462926e-10,2.982641218312322e-10,3.0328337040987247e-10
transcription_TU8J2_154_from_BSU25200-MONOMER,6.355010573431784e-09,6.354407167590838e-09,6.3502800660659805e-09,6.249778114389022e-09,6.352024356146884e-09
transcription_TU8J2_1061_from_BSU15320-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1070_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_848_from_BSU25200-MONOMER,2.1059935847541866e-08,2.1060547060955363e-08,2.0412935239527376e-08,2.0764817988312857e-08,2.0406334704467497e-08
transcription_TU8J2_1297_from_BSU25200-MONOMER,5.914887192608682e-10,5.91567057351138e-10,5.907335422275935e-10,5.812858280689828e-10,5.908346160451257e-10
transcription_TU8J2_833_from_BSU25200-MONOMER,1.7301436103819038e-09,1.7303223012345739e-09,1.7288481863831272e-09,2.7962497363211608e-09,1.7290854348539674e-09
transcription_TU8J2_20_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1158_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_828_from_BSU25200-MONOMER,6.355010573431784e-09,6.354407167590838e-09,6.3502800660659805e-09,6.249778114389022e-09,6.352024356146884e-09
transcription_TU8J2_176_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_185_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_2954_from_BSU25200-MONOMER,7.561863319951451e-14,7.561214656353594e-14,7.561376560445209e-14,7.618396019097981e-14,7.56228119026033e-14
transcription_TU8J2_597_from_BSU04730-MONOMER,5.862100232911634e-11,5.862536471730853e-11,5.852838679494042e-11,0.0,5.85342919694176e-11
transcription_TU8J2_474_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_288_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1003_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1012_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1129_from_BSU04730-MONOMER,1.3878267486477304e-15,1.3876724981018226e-15,1.3866537304949419e-15,1.346041316314725e-15,1.3869910310424088e-15
transcription_TU8J2_1235_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_469_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_445_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1450_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_259_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_640_from_BSU15330-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1188_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_746_from_BSU25200-MONOMER,3.7166314133907516e-09,3.7166793873533963e-09,3.712957343737272e-09,3.6531234157178016e-09,3.7135237855086276e-09
transcription_TU8J2_23_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_527_from_BSU25200-MONOMER,4.3523550484351916e-10,4.352421528664227e-10,4.3465906632052235e-10,4.276080252175156e-10,4.347180682187337e-10
transcription_TU8J2_626_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_843_from_BSU25200-MONOMER,7.017069080074757e-07,7.017163604252614e-07,7.024523249463479e-07,6.997579832614543e-07,7.023065752205353e-07
transcription_TU8J2_726_from_BSU25200-MONOMER,1.193562410100317e-12,1.1934853733405432e-12,1.1932491366897347e-12,1.1737318545654787e-12,1.193403202460577e-12
transcription_TU8J2_1042_from_BSU25200-MONOMER,1.906690992540445e-09,1.906779393068787e-09,1.9052757377727487e-09,1.8737876862447082e-09,1.9055903511413007e-09
transcription_TU8J2_1278_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_2955_from_BSU25200-MONOMER,1.3926647697500746e-09,1.3930093822166311e-09,1.3911702701038885e-09,1.3980706397696412e-09,1.3911382221262867e-09
transcription_TU8J2_186_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_598_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_709_from_BSU15330-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_484_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_583_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_171_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1246_from_BSU25200-MONOMER,1.0966609915785217e-06,1.0965971560422719e-06,1.0948131033347191e-06,1.0928511731685335e-06,1.0951024431109215e-06
transcription_TU8J2_10_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_26_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_336_from_BSU34200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1100_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_665_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_785_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1211_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_245_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0
